patient	cell	Tumor	celltype1	celltype2	Run	plate	sample
BC05	BC05_29	Tumor	Tumor	Tumor	SRR5023475	BC05	BC05
BC05	BC05_30	Tumor	Tumor	Tumor	SRR5023476	BC05	BC05
BC05	BC05_31	Tumor	Tumor	Tumor	SRR5023477	BC05	BC05
BC05	BC05_32	Tumor	Tumor	Tumor	SRR5023478	BC05	BC05
BC05	BC05_33	Tumor	Tumor	Tumor	SRR5023479	BC05	BC05
BC05	BC05_34	Tumor	Tumor	Tumor	SRR5023480	BC05	BC05
BC05	BC05_35	Tumor	Tumor	Tumor	SRR5023481	BC05	BC05
BC05	BC05_36	Tumor	Tumor	Tumor	SRR5023482	BC05	BC05
BC05	BC05_37	Tumor	Tumor	Tumor	SRR5023483	BC05	BC05
BC05	BC05_38	Tumor	Tumor	Tumor	SRR5023484	BC05	BC05
BC05	BC05_39	Tumor	Tumor	Tumor	SRR5023485	BC05	BC05
BC05	BC05_41	Tumor	Tumor	Tumor	SRR5023487	BC05	BC05
BC05	BC05_42	Tumor	Tumor	Tumor	SRR5023488	BC05	BC05
BC05	BC05_43	Tumor	Tumor	Tumor	SRR5023489	BC05	BC05
BC05	BC05_44	Tumor	Tumor	Tumor	SRR5023490	BC05	BC05
BC05	BC05_45	Tumor	Tumor	Tumor	SRR5023491	BC05	BC05
BC05	BC05_46	Tumor	Tumor	Tumor	SRR5023492	BC05	BC05
BC05	BC05_47	Tumor	Tumor	Tumor	SRR5023493	BC05	BC05
BC05	BC05_48	Tumor	Tumor	Tumor	SRR5023494	BC05	BC05
BC05	BC05_49	Tumor	Tumor	Tumor	SRR5023495	BC05	BC05
BC05	BC05_50	Tumor	Tumor	Tumor	SRR5023496	BC05	BC05
BC05	BC05_52	Tumor	Tumor	Tumor	SRR5023497	BC05	BC05
BC05	BC05_53	Tumor	Tumor	Tumor	SRR5023498	BC05	BC05
BC05	BC05_55	Tumor	Tumor	Tumor	SRR5023499	BC05	BC05
BC05	BC05_57	Tumor	Tumor	Tumor	SRR5023500	BC05	BC05
BC05	BC05_59	Tumor	Tumor	Tumor	SRR5023501	BC05	BC05
BC05	BC05_60	Tumor	Tumor	Tumor	SRR5023502	BC05	BC05
BC05	BC05_61	Tumor	Tumor	Tumor	SRR5023503	BC05	BC05
BC05	BC05_62	Tumor	Tumor	Tumor	SRR5023504	BC05	BC05
BC05	BC05_63	Tumor	Tumor	Tumor	SRR5023505	BC05	BC05
BC05	BC05_64	Tumor	Tumor	Tumor	SRR5023506	BC05	BC05
BC05	BC05_68	Tumor	Tumor	Tumor	SRR5023507	BC05	BC05
BC05	BC05_69	Tumor	Tumor	Tumor	SRR5023508	BC05	BC05
BC05	BC05_70	Tumor	Tumor	Tumor	SRR5023509	BC05	BC05
BC05	BC05_71	Tumor	Tumor	Tumor	SRR5023510	BC05	BC05
BC05	BC05_72	Tumor	Tumor	Tumor	SRR5023511	BC05	BC05
BC05	BC05_73	Tumor	Tumor	Tumor	SRR5023512	BC05	BC05
BC05	BC05_74	nonTumor	Stromal	Stromal	SRR5023513	BC05	BC05
BC05	BC05_75	Tumor	Tumor	Tumor	SRR5023514	BC05	BC05
BC05	BC05_77	Tumor	Tumor	Tumor	SRR5023515	BC05	BC05
BC05	BC05_78	Tumor	Tumor	Tumor	SRR5023516	BC05	BC05
BC05	BC05_79	Tumor	Tumor	Tumor	SRR5023517	BC05	BC05
BC05	BC05_80	Tumor	Tumor	Tumor	SRR5023518	BC05	BC05
BC05	BC05_81	Tumor	Tumor	Tumor	SRR5023519	BC05	BC05
BC05	BC05_83	Tumor	Tumor	Tumor	SRR5023520	BC05	BC05
BC05	BC05_84	Tumor	Tumor	Tumor	SRR5023521	BC05	BC05
BC05	BC05_85	Tumor	Tumor	Tumor	SRR5023522	BC05	BC05
BC05	BC05_86	Tumor	Tumor	Tumor	SRR5023523	BC05	BC05
BC05	BC05_87	Tumor	Tumor	Tumor	SRR5023524	BC05	BC05
BC05	BC05_88	Tumor	Tumor	Tumor	SRR5023525	BC05	BC05
BC05	BC05_90	Tumor	Tumor	Tumor	SRR5023526	BC05	BC05
BC05	BC05_91	Tumor	Tumor	Tumor	SRR5023527	BC05	BC05
BC05	BC05_92	Tumor	Tumor	Tumor	SRR5023528	BC05	BC05
BC05	BC05_93	Tumor	Tumor	Tumor	SRR5023529	BC05	BC05
BC05	BC05_94	Tumor	Tumor	Tumor	SRR5023530	BC05	BC05
BC05	BC05_95	Tumor	Tumor	Tumor	SRR5023531	BC05	BC05
BC05	BC05_96	Tumor	Tumor	Tumor	SRR5023532	BC05	BC05
BC06	BC06_04	nonTumor	Immune	Bcell	SRR5023533	BC06	BC06
BC06	BC06_08	nonTumor	Stromal	Stromal	SRR5023535	BC06	BC06
BC06	BC06_10	Tumor	Tumor	Tumor	SRR5023537	BC06	BC06
BC06	BC06_21	nonTumor	Immune	Bcell	SRR5023538	BC06	BC06
BC06	BC06_23	Tumor	Tumor	Tumor	SRR5023540	BC06	BC06
BC06	BC06_25	nonTumor	Immune	Bcell	SRR5023541	BC06	BC06
BC06	BC06_26	nonTumor	Immune	Bcell	SRR5023542	BC06	BC06
BC06	BC06_27	Tumor	Tumor	Tumor	SRR5023543	BC06	BC06
BC06	BC06_28	Tumor	Tumor	Tumor	SRR5023544	BC06	BC06
BC06	BC06_29	nonTumor	Immune	Bcell	SRR5023545	BC06	BC06
BC06	BC06_32	Tumor	Tumor	Tumor	SRR5023546	BC06	BC06
BC06	BC06_39	Tumor	Tumor	Tumor	SRR5023547	BC06	BC06
BC06	BC06_40	nonTumor	Immune	Bcell	SRR5023548	BC06	BC06
BC06	BC06_43	nonTumor	Stromal	Stromal	SRR5023549	BC06	BC06
BC06	BC06_58	nonTumor	Immune	Bcell	SRR5023553	BC06	BC06
BC06	BC06_60	Tumor	Tumor	Tumor	SRR5023554	BC06	BC06
BC06	BC06_61	nonTumor	Immune	Bcell	SRR5023555	BC06	BC06
BC06	BC06_74	Tumor	Tumor	Tumor	SRR5023557	BC06	BC06
BC07	BC07_07	nonTumor	Immune	Myeloid	SRR5023558	BC07	BC07
BC07	BC07_55	nonTumor	Immune	Myeloid	SRR5023559	BC07	BC07
BC07	BC07_58	nonTumor	Immune	Myeloid	SRR5023560	BC07	BC07
BC07	BC07LN_30	Tumor	Tumor	Tumor	SRR5023561	BC07LN	BC07LN
BC07	BC07LN_90	nonTumor	Immune	Tcell	SRR5023562	BC07LN	BC07LN
BC08	BC08_01	nonTumor	Stromal	Stromal	SRR5023563	BC08	BC08
BC08	BC08_04	nonTumor	Stromal	Stromal	SRR5023564	BC08	BC08
BC08	BC08_06	Tumor	Tumor	Tumor	SRR5023565	BC08	BC08
BC08	BC08_08	Tumor	Tumor	Tumor	SRR5023566	BC08	BC08
BC08	BC08_10	nonTumor	Immune	Myeloid	SRR5023567	BC08	BC08
BC08	BC08_22	Tumor	Tumor	Tumor	SRR5023569	BC08	BC08
BC08	BC08_24	Tumor	Tumor	Tumor	SRR5023570	BC08	BC08
BC08	BC08_27	Tumor	Tumor	Tumor	SRR5023571	BC08	BC08
BC08	BC08_31	nonTumor	Stromal	Stromal	SRR5023572	BC08	BC08
BC08	BC08_33	Tumor	Tumor	Tumor	SRR5023573	BC08	BC08
BC08	BC08_36	Tumor	Tumor	Tumor	SRR5023574	BC08	BC08
BC08	BC08_48	Tumor	Tumor	Tumor	SRR5023575	BC08	BC08
BC08	BC08_51	Tumor	Tumor	Tumor	SRR5023576	BC08	BC08
BC08	BC08_54	nonTumor	Stromal	Stromal	SRR5023577	BC08	BC08
BC08	BC08_56	Tumor	Tumor	Tumor	SRR5023578	BC08	BC08
BC08	BC08_59	Tumor	Tumor	Tumor	SRR5023579	BC08	BC08
BC08	BC08_70	Tumor	Tumor	Tumor	SRR5023580	BC08	BC08
BC08	BC08_73	Tumor	Tumor	Tumor	SRR5023581	BC08	BC08
BC08	BC08_83	nonTumor	Stromal	Stromal	SRR5023582	BC08	BC08
BC08	BC08_88	nonTumor	Stromal	Stromal	SRR5023583	BC08	BC08
BC08	BC08_94	Tumor	Tumor	Tumor	SRR5023584	BC08	BC08
BC08	BC08_95	Tumor	Tumor	Tumor	SRR5023585	BC08	BC08
BC09	BC09_05	nonTumor	Immune	Myeloid	SRR5023587	BC09	BC09
BC09	BC09_13	nonTumor	Stromal	Stromal	SRR5023588	BC09	BC09
BC09	BC09_19	nonTumor	Immune	Tcell	SRR5023589	BC09	BC09
BC09	BC09_21	nonTumor	Immune	Tcell	SRR5023590	BC09	BC09
BC09	BC09_25	nonTumor	Immune	Myeloid	SRR5023591	BC09	BC09
BC09	BC09_29	nonTumor	Immune	Myeloid	SRR5023593	BC09	BC09
BC09	BC09_31	nonTumor	Immune	Myeloid	SRR5023594	BC09	BC09
BC09	BC09_33	nonTumor	Immune	Myeloid	SRR5023595	BC09	BC09
BC09	BC09_34	nonTumor	Immune	Myeloid	SRR5023596	BC09	BC09
BC09	BC09_37	nonTumor	Immune	Myeloid	SRR5023597	BC09	BC09
BC09	BC09_42	nonTumor	Immune	Myeloid	SRR5023598	BC09	BC09
BC09	BC09_44	nonTumor	Immune	Tcell	SRR5023599	BC09	BC09
BC09	BC09_45	nonTumor	Immune	Myeloid	SRR5023600	BC09	BC09
BC09	BC09_46	nonTumor	Immune	Myeloid	SRR5023601	BC09	BC09
BC09	BC09_48	nonTumor	Immune	Myeloid	SRR5023602	BC09	BC09
BC09	BC09_49	nonTumor	Immune	Tcell	SRR5023603	BC09	BC09
BC09	BC09_50	nonTumor	Immune	Myeloid	SRR5023604	BC09	BC09
BC09	BC09_53	nonTumor	Immune	Bcell	SRR5023605	BC09	BC09
BC09	BC09_57	nonTumor	Immune	Tcell	SRR5023607	BC09	BC09
BC09	BC09_64	nonTumor	Immune	Myeloid	SRR5023608	BC09	BC09
BC09	BC09_65	nonTumor	Immune	Myeloid	SRR5023609	BC09	BC09
BC09	BC09_70	nonTumor	Stromal	Stromal	SRR5023610	BC09	BC09
BC09	BC09_83	nonTumor	Immune	Myeloid	SRR5023611	BC09	BC09
BC09	BC09_86	nonTumor	Immune	Tcell	SRR5023612	BC09	BC09
BC09	BC09_92	nonTumor	Immune	Myeloid	SRR5023613	BC09	BC09
BC09	BC09_93	nonTumor	Immune	Tcell	SRR5023614	BC09	BC09
BC09	BC09_Re_01	nonTumor	Immune	Tcell	SRR5023615	BC09_Re	BC09_Re
BC09	BC09_Re_03	nonTumor	Immune	Tcell	SRR5023616	BC09_Re	BC09_Re
BC09	BC09_Re_05	nonTumor	Stromal	Stromal	SRR5023617	BC09_Re	BC09_Re
BC09	BC09_Re_06	nonTumor	Immune	Tcell	SRR5023618	BC09_Re	BC09_Re
BC09	BC09_Re_07	nonTumor	Immune	Tcell	SRR5023619	BC09_Re	BC09_Re
BC09	BC09_Re_13	nonTumor	Stromal	Stromal	SRR5023620	BC09_Re	BC09_Re
BC09	BC09_Re_14	nonTumor	Immune	Tcell	SRR5023621	BC09_Re	BC09_Re
BC09	BC09_Re_15	nonTumor	Immune	Tcell	SRR5023622	BC09_Re	BC09_Re
BC09	BC09_Re_21	nonTumor	Immune	Tcell	SRR5023623	BC09_Re	BC09_Re
BC09	BC09_Re_32	nonTumor	Immune	Myeloid	SRR5023624	BC09_Re	BC09_Re
BC09	BC09_Re_37	nonTumor	Immune	Tcell	SRR5023625	BC09_Re	BC09_Re
BC09	BC09_Re_39	nonTumor	Immune	Tcell	SRR5023626	BC09_Re	BC09_Re
BC09	BC09_Re_41	nonTumor	Immune	Tcell	SRR5023627	BC09_Re	BC09_Re
BC09	BC09_Re_43	nonTumor	Immune	Tcell	SRR5023628	BC09_Re	BC09_Re
BC09	BC09_Re_44	nonTumor	Immune	Myeloid	SRR5023629	BC09_Re	BC09_Re
BC09	BC09_Re_46	nonTumor	Immune	Myeloid	SRR5023630	BC09_Re	BC09_Re
BC09	BC09_Re_54	nonTumor	Immune	Tcell	SRR5023631	BC09_Re	BC09_Re
BC09	BC09_Re_57	nonTumor	Immune	Tcell	SRR5023632	BC09_Re	BC09_Re
BC09	BC09_Re_59	nonTumor	Immune	Myeloid	SRR5023633	BC09_Re	BC09_Re
BC09	BC09_Re_60	nonTumor	Immune	Tcell	SRR5023634	BC09_Re	BC09_Re
BC09	BC09_Re_61	nonTumor	Immune	Bcell	SRR5023635	BC09_Re	BC09_Re
BC09	BC09_Re_62	nonTumor	Immune	Tcell	SRR5023636	BC09_Re	BC09_Re
BC09	BC09_Re_66	nonTumor	Immune	Tcell	SRR5023637	BC09_Re	BC09_Re
BC09	BC09_Re_74	nonTumor	Immune	Tcell	SRR5023640	BC09_Re	BC09_Re
BC09	BC09_Re_80	nonTumor	Immune	Myeloid	SRR5023641	BC09_Re	BC09_Re
BC09	BC09_Re_83	nonTumor	Immune	Tcell	SRR5023642	BC09_Re	BC09_Re
BC09	BC09_Re_88	nonTumor	Immune	Myeloid	SRR5023643	BC09_Re	BC09_Re
BC09	BC09_Re_94	nonTumor	Immune	Tcell	SRR5023644	BC09_Re	BC09_Re
BC09	BC09_Re_95	nonTumor	Immune	Tcell	SRR5023645	BC09_Re	BC09_Re
BC10	BC10_07	nonTumor	Immune	Myeloid	SRR5023646	BC10	BC10
BC10	BC10_09	Tumor	Tumor	Tumor	SRR5023647	BC10	BC10
BC10	BC10_16	Tumor	Tumor	Tumor	SRR5023648	BC10	BC10
BC10	BC10_20	nonTumor	Stromal	Stromal	SRR5023649	BC10	BC10
BC10	BC10_43	nonTumor	Immune	Myeloid	SRR5023651	BC10	BC10
BC10	BC10_47	Tumor	Tumor	Tumor	SRR5023652	BC10	BC10
BC10	BC10_54	Tumor	Tumor	Tumor	SRR5023653	BC10	BC10
BC10	BC10_58	Tumor	Tumor	Tumor	SRR5023654	BC10	BC10
BC10	BC10_67	nonTumor	Stromal	Stromal	SRR5023655	BC10	BC10
BC10	BC10_69	Tumor	Tumor	Tumor	SRR5023656	BC10	BC10
BC10	BC10_73	Tumor	Tumor	Tumor	SRR5023657	BC10	BC10
BC10	BC10_80	Tumor	Tumor	Tumor	SRR5023658	BC10	BC10
BC10	BC10_81	Tumor	Tumor	Tumor	SRR5023659	BC10	BC10
BC10	BC10_85	Tumor	Tumor	Tumor	SRR5023660	BC10	BC10
BC10	BC10_95	Tumor	Tumor	Tumor	SRR5023661	BC10	BC10
BC11	BC11_01	Tumor	Tumor	Tumor	SRR5023662	BC11	BC11
BC11	BC11_04	Tumor	Tumor	Tumor	SRR5023663	BC11	BC11
BC11	BC11_07	Tumor	Tumor	Tumor	SRR5023664	BC11	BC11
BC11	BC11_28	Tumor	Tumor	Tumor	SRR5023665	BC11	BC11
BC11	BC11_43	Tumor	Tumor	Tumor	SRR5023666	BC11	BC11
BC11	BC11_56	Tumor	Tumor	Tumor	SRR5023667	BC11	BC11
BC11	BC11_69	Tumor	Tumor	Tumor	SRR5023668	BC11	BC11
BC11	BC11_70	Tumor	Tumor	Tumor	SRR5023669	BC11	BC11
BC11	BC11_78	Tumor	Tumor	Tumor	SRR5023670	BC11	BC11
BC11	BC11_81	Tumor	Tumor	Tumor	SRR5023671	BC11	BC11
BC11	BC11_88	Tumor	Tumor	Tumor	SRR5023672	BC11	BC11
