sample	Instrument	seq_type	Bases	Instrument	LibraryLayout	patient
SRR5103157	NextSeq 500	Smart-seq2	10166660	NextSeq 500	PAIRED	Pt0
SRR5103158	NextSeq 500	Smart-seq2	11567080	NextSeq 500	PAIRED	Pt0
SRR5103159	NextSeq 500	Smart-seq2	4257750	NextSeq 500	PAIRED	Pt0
SRR5103160	NextSeq 500	Smart-seq2	6562780	NextSeq 500	PAIRED	Pt0
SRR5103161	NextSeq 500	Smart-seq2	6328700	NextSeq 500	PAIRED	Pt0
SRR5103162	NextSeq 500	Smart-seq2	12472740	NextSeq 500	PAIRED	Pt0
SRR5103163	NextSeq 500	Smart-seq2	2867900	NextSeq 500	PAIRED	Pt0
SRR5103164	NextSeq 500	Smart-seq2	3558590	NextSeq 500	PAIRED	Pt0
SRR5103165	NextSeq 500	Smart-seq2	8274630	NextSeq 500	PAIRED	Pt0
SRR5103166	NextSeq 500	Smart-seq2	51454060	NextSeq 500	PAIRED	Pt0
SRR5103167	NextSeq 500	Smart-seq2	33089000	NextSeq 500	PAIRED	Pt0
SRR5103168	NextSeq 500	Smart-seq2	64079190	NextSeq 500	PAIRED	Pt0
SRR5103169	NextSeq 500	Smart-seq2	74078550	NextSeq 500	PAIRED	Pt0
SRR5103170	NextSeq 500	Smart-seq2	97901650	NextSeq 500	PAIRED	Pt0
SRR5103171	NextSeq 500	Smart-seq2	63842870	NextSeq 500	PAIRED	Pt0
SRR5103172	NextSeq 500	Smart-seq2	70068110	NextSeq 500	PAIRED	Pt0
SRR5103173	NextSeq 500	Smart-seq2	28334110	NextSeq 500	PAIRED	Pt0
SRR5103174	NextSeq 500	Smart-seq2	2795940	NextSeq 500	PAIRED	Pt0
SRR5103175	NextSeq 500	Smart-seq2	73544870	NextSeq 500	PAIRED	Pt0
SRR5103176	NextSeq 500	Smart-seq2	58474640	NextSeq 500	PAIRED	Pt0
SRR5103177	NextSeq 500	Smart-seq2	15081220	NextSeq 500	PAIRED	Pt0
SRR5103178	NextSeq 500	Smart-seq2	94208520	NextSeq 500	PAIRED	Pt0
SRR5103179	NextSeq 500	Smart-seq2	170556750	NextSeq 500	PAIRED	Pt0
SRR5103180	NextSeq 500	Smart-seq2	64816360	NextSeq 500	PAIRED	Pt0
SRR5103181	NextSeq 500	Smart-seq2	154236670	NextSeq 500	PAIRED	Pt0
SRR5103182	NextSeq 500	Smart-seq2	100561720	NextSeq 500	PAIRED	Pt0
SRR5103183	NextSeq 500	Smart-seq2	91521850	NextSeq 500	PAIRED	Pt0
SRR5103184	NextSeq 500	Smart-seq2	118672890	NextSeq 500	PAIRED	Pt0
SRR5103185	NextSeq 500	Smart-seq2	131555760	NextSeq 500	PAIRED	Pt0
SRR5103186	NextSeq 500	Smart-seq2	39019610	NextSeq 500	PAIRED	Pt0
SRR5103187	NextSeq 500	Smart-seq2	12686730	NextSeq 500	PAIRED	Pt0
SRR5103188	NextSeq 500	Smart-seq2	97367340	NextSeq 500	PAIRED	Pt0
SRR5103189	NextSeq 500	Smart-seq2	136452120	NextSeq 500	PAIRED	Pt0
SRR5103190	NextSeq 500	Smart-seq2	76517280	NextSeq 500	PAIRED	Pt0
SRR5103191	NextSeq 500	Smart-seq2	132376580	NextSeq 500	PAIRED	Pt0
SRR5103192	NextSeq 500	Smart-seq2	122450860	NextSeq 500	PAIRED	Pt0
SRR5103193	NextSeq 500	Smart-seq2	100525460	NextSeq 500	PAIRED	Pt0
SRR5103194	NextSeq 500	Smart-seq2	45906560	NextSeq 500	PAIRED	Pt0
SRR5103195	NextSeq 500	Smart-seq2	11020380	NextSeq 500	PAIRED	Pt0
SRR5103196	NextSeq 500	Smart-seq2	90139700	NextSeq 500	PAIRED	Pt0
SRR5103197	NextSeq 500	Smart-seq2	187564510	NextSeq 500	PAIRED	Pt0
SRR5103198	NextSeq 500	Smart-seq2	209233150	NextSeq 500	PAIRED	Pt0
SRR5103199	NextSeq 500	Smart-seq2	140743890	NextSeq 500	PAIRED	Pt0
SRR5103200	NextSeq 500	Smart-seq2	122838100	NextSeq 500	PAIRED	Pt0
SRR5103201	NextSeq 500	Smart-seq2	87563560	NextSeq 500	PAIRED	Pt0
SRR5103202	NextSeq 500	Smart-seq2	155652910	NextSeq 500	PAIRED	Pt0
SRR5103203	NextSeq 500	Smart-seq2	65732170	NextSeq 500	PAIRED	Pt0
SRR5103204	NextSeq 500	Smart-seq2	54045740	NextSeq 500	PAIRED	Pt0
SRR5103205	NextSeq 500	Smart-seq2	63362600	NextSeq 500	PAIRED	Pt0
SRR5103206	NextSeq 500	Smart-seq2	173779970	NextSeq 500	PAIRED	Pt0
SRR5103207	NextSeq 500	Smart-seq2	136401160	NextSeq 500	PAIRED	Pt0
SRR5103208	NextSeq 500	Smart-seq2	63915110	NextSeq 500	PAIRED	Pt0
SRR5103209	NextSeq 500	Smart-seq2	167451620	NextSeq 500	PAIRED	Pt0
SRR5103210	NextSeq 500	Smart-seq2	140725550	NextSeq 500	PAIRED	Pt0
SRR5103211	NextSeq 500	Smart-seq2	166449360	NextSeq 500	PAIRED	Pt0
SRR5103212	NextSeq 500	Smart-seq2	99288280	NextSeq 500	PAIRED	Pt0
SRR5103213	NextSeq 500	Smart-seq2	164834180	NextSeq 500	PAIRED	Pt0
SRR5103214	NextSeq 500	Smart-seq2	67439470	NextSeq 500	PAIRED	Pt0
SRR5103215	NextSeq 500	Smart-seq2	105708330	NextSeq 500	PAIRED	Pt0
SRR5103216	NextSeq 500	Smart-seq2	105879060	NextSeq 500	PAIRED	Pt0
SRR5103217	NextSeq 500	Smart-seq2	138392030	NextSeq 500	PAIRED	Pt0
SRR5103218	NextSeq 500	Smart-seq2	108349430	NextSeq 500	PAIRED	Pt0
SRR5103219	NextSeq 500	Smart-seq2	82492760	NextSeq 500	PAIRED	Pt0
SRR5103220	NextSeq 500	Smart-seq2	95159750	NextSeq 500	PAIRED	Pt0
SRR5103221	NextSeq 500	Smart-seq2	88038860	NextSeq 500	PAIRED	Pt0
SRR5103222	NextSeq 500	Smart-seq2	114589300	NextSeq 500	PAIRED	Pt0
SRR5103223	NextSeq 500	Smart-seq2	164153920	NextSeq 500	PAIRED	Pt0
SRR5103224	NextSeq 500	Smart-seq2	31219230	NextSeq 500	PAIRED	Pt0
SRR5103225	NextSeq 500	Smart-seq2	175574700	NextSeq 500	PAIRED	Pt0
SRR5103226	NextSeq 500	Smart-seq2	196689990	NextSeq 500	PAIRED	Pt0
SRR5103227	NextSeq 500	Smart-seq2	272872250	NextSeq 500	PAIRED	Pt0
SRR5103228	NextSeq 500	Smart-seq2	192809540	NextSeq 500	PAIRED	Pt0
SRR5103229	NextSeq 500	Smart-seq2	240984590	NextSeq 500	PAIRED	Pt0
SRR5103230	NextSeq 500	Smart-seq2	107338140	NextSeq 500	PAIRED	Pt0
SRR5103231	NextSeq 500	Smart-seq2	161257950	NextSeq 500	PAIRED	Pt0
SRR5103232	NextSeq 500	Smart-seq2	187756450	NextSeq 500	PAIRED	Pt0
SRR5103233	NextSeq 500	Smart-seq2	172340560	NextSeq 500	PAIRED	Pt0
SRR5103234	NextSeq 500	Smart-seq2	194696460	NextSeq 500	PAIRED	Pt0
SRR5103235	NextSeq 500	Smart-seq2	48974870	NextSeq 500	PAIRED	Pt0
SRR5103236	NextSeq 500	Smart-seq2	8603000	NextSeq 500	PAIRED	Pt0
SRR5103237	NextSeq 500	Smart-seq2	15267490	NextSeq 500	PAIRED	Pt0
SRR5103238	NextSeq 500	Smart-seq2	29136100	NextSeq 500	PAIRED	Pt0
SRR5103239	NextSeq 500	Smart-seq2	5849620	NextSeq 500	PAIRED	Pt0
SRR5103240	NextSeq 500	Smart-seq2	21973910	NextSeq 500	PAIRED	Pt0
SRR5103241	NextSeq 500	Smart-seq2	147906430	NextSeq 500	PAIRED	Pt0
SRR5103242	NextSeq 500	Smart-seq2	8718850	NextSeq 500	PAIRED	Pt0
SRR5103243	NextSeq 500	Smart-seq2	31930500	NextSeq 500	PAIRED	Pt0
SRR5103244	NextSeq 500	Smart-seq2	34743030	NextSeq 500	PAIRED	Pt0
SRR5103245	NextSeq 500	Smart-seq2	7624890	NextSeq 500	PAIRED	Pt0
SRR5103246	NextSeq 500	Smart-seq2	50744820	NextSeq 500	PAIRED	Pt0
SRR5103247	NextSeq 500	Smart-seq2	89758060	NextSeq 500	PAIRED	Pt0
SRR5103248	NextSeq 500	Smart-seq2	143766630	NextSeq 500	PAIRED	Pt0
SRR5103249	NextSeq 500	Smart-seq2	146565090	NextSeq 500	PAIRED	Pt0
SRR5103250	NextSeq 500	Smart-seq2	190096830	NextSeq 500	PAIRED	Pt0
SRR5103251	NextSeq 500	Smart-seq2	163366000	NextSeq 500	PAIRED	Pt0
SRR5103252	NextSeq 500	Smart-seq2	63687050	NextSeq 500	PAIRED	Pt0
SRR5103253	NextSeq 500	Smart-seq2	146146700	NextSeq 500	PAIRED	Pt0
SRR5103254	NextSeq 500	Smart-seq2	144383120	NextSeq 500	PAIRED	Pt0
SRR5103255	NextSeq 500	Smart-seq2	26325670	NextSeq 500	PAIRED	Pt0
SRR5103256	NextSeq 500	Smart-seq2	5420240	NextSeq 500	PAIRED	Pt0
SRR5103257	NextSeq 500	Smart-seq2	8490370	NextSeq 500	PAIRED	Pt0
SRR5103258	NextSeq 500	Smart-seq2	2521820	NextSeq 500	PAIRED	Pt0
SRR5103259	NextSeq 500	Smart-seq2	24534020	NextSeq 500	PAIRED	Pt0
SRR5103260	NextSeq 500	Smart-seq2	7212170	NextSeq 500	PAIRED	Pt0
SRR5103261	NextSeq 500	Smart-seq2	81858630	NextSeq 500	PAIRED	Pt0
SRR5103262	NextSeq 500	Smart-seq2	35705880	NextSeq 500	PAIRED	Pt0
SRR5103263	NextSeq 500	Smart-seq2	164430280	NextSeq 500	PAIRED	Pt0
SRR5103264	NextSeq 500	Smart-seq2	67920650	NextSeq 500	PAIRED	Pt0
SRR5103265	NextSeq 500	Smart-seq2	39721360	NextSeq 500	PAIRED	Pt0
SRR5103266	NextSeq 500	Smart-seq2	29789900	NextSeq 500	PAIRED	Pt0
SRR5103267	NextSeq 500	Smart-seq2	41026720	NextSeq 500	PAIRED	Pt0
SRR5103268	NextSeq 500	Smart-seq2	40614280	NextSeq 500	PAIRED	Pt0
SRR5103269	NextSeq 500	Smart-seq2	12175730	NextSeq 500	PAIRED	Pt0
SRR5103270	NextSeq 500	Smart-seq2	44301950	NextSeq 500	PAIRED	Pt0
SRR5103271	NextSeq 500	Smart-seq2	52427550	NextSeq 500	PAIRED	Pt0
SRR5103272	NextSeq 500	Smart-seq2	49220220	NextSeq 500	PAIRED	Pt0
SRR5103273	NextSeq 500	Smart-seq2	38210690	NextSeq 500	PAIRED	Pt0
SRR5103274	NextSeq 500	Smart-seq2	96158440	NextSeq 500	PAIRED	Pt0
SRR5103275	NextSeq 500	Smart-seq2	18187050	NextSeq 500	PAIRED	Pt0
SRR5103276	NextSeq 500	Smart-seq2	10136280	NextSeq 500	PAIRED	Pt0
SRR5103277	NextSeq 500	Smart-seq2	26727470	NextSeq 500	PAIRED	Pt0
SRR5103278	NextSeq 500	Smart-seq2	34060180	NextSeq 500	PAIRED	Pt0
SRR5103279	NextSeq 500	Smart-seq2	43305640	NextSeq 500	PAIRED	Pt0
SRR5103280	NextSeq 500	Smart-seq2	26442850	NextSeq 500	PAIRED	Pt0
SRR5103281	NextSeq 500	Smart-seq2	42168140	NextSeq 500	PAIRED	Pt0
SRR5103282	NextSeq 500	Smart-seq2	69818280	NextSeq 500	PAIRED	Pt0
SRR5103283	NextSeq 500	Smart-seq2	33188400	NextSeq 500	PAIRED	Pt0
SRR5103284	NextSeq 500	Smart-seq2	23257570	NextSeq 500	PAIRED	Pt0
SRR5103285	NextSeq 500	Smart-seq2	161746130	NextSeq 500	PAIRED	Pt0
SRR5103286	NextSeq 500	Smart-seq2	4938850	NextSeq 500	PAIRED	Pt0
SRR5103287	NextSeq 500	Smart-seq2	9641450	NextSeq 500	PAIRED	Pt0
SRR5103288	NextSeq 500	Smart-seq2	3563070	NextSeq 500	PAIRED	Pt0
SRR5103289	NextSeq 500	Smart-seq2	5268900	NextSeq 500	PAIRED	Pt0
SRR5103290	NextSeq 500	Smart-seq2	48481300	NextSeq 500	PAIRED	Pt0
SRR5103291	NextSeq 500	Smart-seq2	7768810	NextSeq 500	PAIRED	Pt0
SRR5103292	NextSeq 500	Smart-seq2	19179440	NextSeq 500	PAIRED	Pt0
SRR5103293	NextSeq 500	Smart-seq2	60214140	NextSeq 500	PAIRED	Pt0
SRR5103294	NextSeq 500	Smart-seq2	31691800	NextSeq 500	PAIRED	Pt0
SRR5103295	NextSeq 500	Smart-seq2	21096390	NextSeq 500	PAIRED	Pt0
SRR5103296	NextSeq 500	Smart-seq2	161608020	NextSeq 500	PAIRED	Pt0
SRR5103297	NextSeq 500	Smart-seq2	68548410	NextSeq 500	PAIRED	Pt0
SRR5103298	NextSeq 500	Smart-seq2	11692870	NextSeq 500	PAIRED	Pt0
SRR5103299	NextSeq 500	Smart-seq2	4339510	NextSeq 500	PAIRED	Pt0
SRR5103300	NextSeq 500	Smart-seq2	32752720	NextSeq 500	PAIRED	Pt0
SRR5103301	NextSeq 500	Smart-seq2	37689610	NextSeq 500	PAIRED	Pt0
SRR5103302	NextSeq 500	Smart-seq2	99358700	NextSeq 500	PAIRED	Pt0
SRR5103303	NextSeq 500	Smart-seq2	84975730	NextSeq 500	PAIRED	Pt0
SRR5103304	NextSeq 500	Smart-seq2	60704980	NextSeq 500	PAIRED	Pt0
SRR5103305	NextSeq 500	Smart-seq2	84655270	NextSeq 500	PAIRED	Pt0
SRR5103306	NextSeq 500	Smart-seq2	113994860	NextSeq 500	PAIRED	Pt0
SRR5103307	NextSeq 500	Smart-seq2	128287880	NextSeq 500	PAIRED	Pt0
SRR5103308	NextSeq 500	Smart-seq2	45851750	NextSeq 500	PAIRED	Pt0
SRR5103309	NextSeq 500	Smart-seq2	8825950	NextSeq 500	PAIRED	Pt0
SRR5103310	NextSeq 500	Smart-seq2	4467190	NextSeq 500	PAIRED	Pt0
SRR5103311	NextSeq 500	Smart-seq2	69040650	NextSeq 500	PAIRED	Pt0
SRR5103312	NextSeq 500	Smart-seq2	6163290	NextSeq 500	PAIRED	Pt0
SRR5103313	NextSeq 500	Smart-seq2	43411830	NextSeq 500	PAIRED	Pt0
SRR5103314	NextSeq 500	Smart-seq2	51349200	NextSeq 500	PAIRED	Pt0
SRR5103315	NextSeq 500	Smart-seq2	23218440	NextSeq 500	PAIRED	Pt0
SRR5103316	NextSeq 500	Smart-seq2	94042340	NextSeq 500	PAIRED	Pt0
SRR5103317	NextSeq 500	Smart-seq2	4364780	NextSeq 500	PAIRED	Pt0
SRR5103318	NextSeq 500	Smart-seq2	20974730	NextSeq 500	PAIRED	Pt0
SRR5103319	NextSeq 500	Smart-seq2	14248990	NextSeq 500	PAIRED	Pt0
SRR5103320	NextSeq 500	Smart-seq2	60090240	NextSeq 500	PAIRED	Pt0
SRR5103321	NextSeq 500	Smart-seq2	57421700	NextSeq 500	PAIRED	Pt0
SRR5103322	NextSeq 500	Smart-seq2	82820990	NextSeq 500	PAIRED	Pt0
SRR5103323	NextSeq 500	Smart-seq2	68108390	NextSeq 500	PAIRED	Pt0
SRR5103324	NextSeq 500	Smart-seq2	55796230	NextSeq 500	PAIRED	Pt0
SRR5103325	NextSeq 500	Smart-seq2	14110810	NextSeq 500	PAIRED	Pt0
SRR5103326	NextSeq 500	Smart-seq2	15716540	NextSeq 500	PAIRED	Pt0
SRR5103327	NextSeq 500	Smart-seq2	14800450	NextSeq 500	PAIRED	Pt0
SRR5103328	NextSeq 500	Smart-seq2	5518240	NextSeq 500	PAIRED	Pt0
SRR5103329	NextSeq 500	Smart-seq2	8663270	NextSeq 500	PAIRED	Pt0
SRR5103330	NextSeq 500	Smart-seq2	45024420	NextSeq 500	PAIRED	Pt0
SRR5103331	NextSeq 500	Smart-seq2	72504810	NextSeq 500	PAIRED	Pt0
SRR5103332	NextSeq 500	Smart-seq2	23600430	NextSeq 500	PAIRED	Pt0
SRR5103333	NextSeq 500	Smart-seq2	75444740	NextSeq 500	PAIRED	Pt0
SRR5103334	NextSeq 500	Smart-seq2	45756130	NextSeq 500	PAIRED	Pt0
SRR5103335	NextSeq 500	Smart-seq2	59506510	NextSeq 500	PAIRED	Pt0
SRR5103336	NextSeq 500	Smart-seq2	33857390	NextSeq 500	PAIRED	Pt0
SRR5103337	NextSeq 500	Smart-seq2	41519520	NextSeq 500	PAIRED	Pt0
SRR5103338	NextSeq 500	Smart-seq2	26827430	NextSeq 500	PAIRED	Pt0
SRR5103339	NextSeq 500	Smart-seq2	45299520	NextSeq 500	PAIRED	Pt0
SRR5103340	NextSeq 500	Smart-seq2	25270350	NextSeq 500	PAIRED	Pt0
SRR5103341	NextSeq 500	Smart-seq2	39030040	NextSeq 500	PAIRED	Pt0
SRR5103342	NextSeq 500	Smart-seq2	8968960	NextSeq 500	PAIRED	Pt0
SRR5103343	NextSeq 500	Smart-seq2	15789690	NextSeq 500	PAIRED	Pt0
SRR5103344	NextSeq 500	Smart-seq2	4199510	NextSeq 500	PAIRED	Pt0
SRR5103345	NextSeq 500	Smart-seq2	1869490	NextSeq 500	PAIRED	Pt0
SRR5103346	NextSeq 500	Smart-seq2	2372720	NextSeq 500	PAIRED	Pt0
SRR5103347	NextSeq 500	Smart-seq2	3098900	NextSeq 500	PAIRED	Pt0
SRR5103348	NextSeq 500	Smart-seq2	44570400	NextSeq 500	PAIRED	Pt0
SRR5103349	NextSeq 500	Smart-seq2	19179090	NextSeq 500	PAIRED	Pt0
SRR5103350	NextSeq 500	Smart-seq2	31757110	NextSeq 500	PAIRED	Pt0
SRR5103351	NextSeq 500	Smart-seq2	29446410	NextSeq 500	PAIRED	Pt0
SRR5103352	NextSeq 500	Smart-seq2	39950050	NextSeq 500	PAIRED	Pt0
SRR5103353	NextSeq 500	Smart-seq2	40554430	NextSeq 500	PAIRED	Pt0
SRR5103354	NextSeq 500	Smart-seq2	31032680	NextSeq 500	PAIRED	Pt0
SRR5103355	NextSeq 500	Smart-seq2	22993110	NextSeq 500	PAIRED	Pt0
SRR5103356	NextSeq 500	Smart-seq2	100283260	NextSeq 500	PAIRED	Pt0
SRR5103357	NextSeq 500	Smart-seq2	62246520	NextSeq 500	PAIRED	Pt0
SRR5103358	NextSeq 500	Smart-seq2	93762340	NextSeq 500	PAIRED	Pt0
SRR5103359	NextSeq 500	Smart-seq2	82252030	NextSeq 500	PAIRED	Pt0
SRR5103360	NextSeq 500	Smart-seq2	100369780	NextSeq 500	PAIRED	Pt0
SRR5103361	NextSeq 500	Smart-seq2	122666040	NextSeq 500	PAIRED	Pt0
SRR5103362	NextSeq 500	Smart-seq2	35068460	NextSeq 500	PAIRED	Pt0
SRR5103363	NextSeq 500	Smart-seq2	197449980	NextSeq 500	PAIRED	Pt0
SRR5103364	NextSeq 500	Smart-seq2	31041710	NextSeq 500	PAIRED	Pt0
SRR5103365	NextSeq 500	Smart-seq2	49558670	NextSeq 500	PAIRED	Pt0
SRR5103366	NextSeq 500	Smart-seq2	152762190	NextSeq 500	PAIRED	Pt0
SRR5103367	NextSeq 500	Smart-seq2	14347410	NextSeq 500	PAIRED	Pt0
SRR5103368	NextSeq 500	Smart-seq2	162373750	NextSeq 500	PAIRED	Pt0
SRR5103369	NextSeq 500	Smart-seq2	118823600	NextSeq 500	PAIRED	Pt0
SRR5103370	NextSeq 500	Smart-seq2	71874250	NextSeq 500	PAIRED	Pt0
SRR5103371	NextSeq 500	Smart-seq2	147717920	NextSeq 500	PAIRED	Pt0
SRR5103372	NextSeq 500	Smart-seq2	25030810	NextSeq 500	PAIRED	Pt0
SRR5103373	NextSeq 500	Smart-seq2	14392070	NextSeq 500	PAIRED	Pt0
SRR5103374	NextSeq 500	Smart-seq2	86274230	NextSeq 500	PAIRED	Pt0
SRR5103375	NextSeq 500	Smart-seq2	44046940	NextSeq 500	PAIRED	Pt0
SRR5103376	NextSeq 500	Smart-seq2	38133130	NextSeq 500	PAIRED	Pt0
SRR5103377	NextSeq 500	Smart-seq2	94491950	NextSeq 500	PAIRED	Pt0
SRR5103378	NextSeq 500	Smart-seq2	97342490	NextSeq 500	PAIRED	Pt0
SRR5103379	NextSeq 500	Smart-seq2	145630100	NextSeq 500	PAIRED	Pt0
SRR5103380	NextSeq 500	Smart-seq2	96522440	NextSeq 500	PAIRED	Pt0
SRR5103381	NextSeq 500	Smart-seq2	64898050	NextSeq 500	PAIRED	Pt0
SRR5103382	NextSeq 500	Smart-seq2	109462290	NextSeq 500	PAIRED	Pt0
SRR5103383	NextSeq 500	Smart-seq2	82373760	NextSeq 500	PAIRED	Pt0
SRR5103384	NextSeq 500	Smart-seq2	151549020	NextSeq 500	PAIRED	Pt0
SRR5103385	NextSeq 500	Smart-seq2	45861830	NextSeq 500	PAIRED	Pt0
SRR5103386	NextSeq 500	Smart-seq2	80110380	NextSeq 500	PAIRED	Pt0
SRR5103387	NextSeq 500	Smart-seq2	85585570	NextSeq 500	PAIRED	Pt0
SRR5103388	NextSeq 500	Smart-seq2	31239320	NextSeq 500	PAIRED	Pt0
SRR5103389	NextSeq 500	Smart-seq2	88739000	NextSeq 500	PAIRED	Pt0
SRR5103390	NextSeq 500	Smart-seq2	81584230	NextSeq 500	PAIRED	Pt0
SRR5103391	NextSeq 500	Smart-seq2	142446010	NextSeq 500	PAIRED	Pt0
SRR5103392	NextSeq 500	Smart-seq2	162584870	NextSeq 500	PAIRED	Pt0
SRR5103393	NextSeq 500	Smart-seq2	101645110	NextSeq 500	PAIRED	Pt0
SRR5103394	NextSeq 500	Smart-seq2	70987700	NextSeq 500	PAIRED	Pt0
SRR5103395	NextSeq 500	Smart-seq2	125571390	NextSeq 500	PAIRED	Pt0
SRR5103396	NextSeq 500	Smart-seq2	61038180	NextSeq 500	PAIRED	Pt0
SRR5103397	NextSeq 500	Smart-seq2	165046420	NextSeq 500	PAIRED	Pt0
SRR5103398	NextSeq 500	Smart-seq2	223715730	NextSeq 500	PAIRED	Pt0
SRR5103399	NextSeq 500	Smart-seq2	63836780	NextSeq 500	PAIRED	Pt0
SRR5103400	NextSeq 500	Smart-seq2	112025060	NextSeq 500	PAIRED	Pt0
SRR5103401	NextSeq 500	Smart-seq2	104615210	NextSeq 500	PAIRED	Pt0
SRR5103402	NextSeq 500	Smart-seq2	132563340	NextSeq 500	PAIRED	Pt0
SRR5103403	NextSeq 500	Smart-seq2	130812150	NextSeq 500	PAIRED	Pt0
SRR5103404	NextSeq 500	Smart-seq2	79661960	NextSeq 500	PAIRED	Pt0
SRR5103405	NextSeq 500	Smart-seq2	61691560	NextSeq 500	PAIRED	Pt0
SRR5103406	NextSeq 500	Smart-seq2	111871760	NextSeq 500	PAIRED	Pt0
SRR5103407	NextSeq 500	Smart-seq2	47929840	NextSeq 500	PAIRED	Pt0
SRR5103408	NextSeq 500	Smart-seq2	20772150	NextSeq 500	PAIRED	Pt0
SRR5103409	NextSeq 500	Smart-seq2	22008840	NextSeq 500	PAIRED	Pt0
SRR5103410	NextSeq 500	Smart-seq2	152004020	NextSeq 500	PAIRED	Pt0
SRR5103411	NextSeq 500	Smart-seq2	84534310	NextSeq 500	PAIRED	Pt0
SRR5103412	NextSeq 500	Smart-seq2	41175330	NextSeq 500	PAIRED	Pt0
SRR5103413	NextSeq 500	Smart-seq2	101355170	NextSeq 500	PAIRED	Pt0
SRR5103414	NextSeq 500	Smart-seq2	125356910	NextSeq 500	PAIRED	Pt0
SRR5103415	NextSeq 500	Smart-seq2	176377250	NextSeq 500	PAIRED	Pt0
SRR5103416	NextSeq 500	Smart-seq2	137981060	NextSeq 500	PAIRED	Pt0
SRR5103417	NextSeq 500	Smart-seq2	28684740	NextSeq 500	PAIRED	Pt0
SRR5103418	NextSeq 500	Smart-seq2	75325110	NextSeq 500	PAIRED	Pt0
SRR5103419	NextSeq 500	Smart-seq2	63948920	NextSeq 500	PAIRED	Pt0
SRR5103420	NextSeq 500	Smart-seq2	205430260	NextSeq 500	PAIRED	Pt0
SRR5103421	NextSeq 500	Smart-seq2	20951980	NextSeq 500	PAIRED	Pt0
SRR5103422	NextSeq 500	Smart-seq2	83927760	NextSeq 500	PAIRED	Pt0
SRR5103423	NextSeq 500	Smart-seq2	90961640	NextSeq 500	PAIRED	Pt0
SRR5103424	NextSeq 500	Smart-seq2	110941460	NextSeq 500	PAIRED	Pt0
SRR5103425	NextSeq 500	Smart-seq2	47129040	NextSeq 500	PAIRED	Pt0
SRR5103426	NextSeq 500	Smart-seq2	51959670	NextSeq 500	PAIRED	Pt0
SRR5103427	NextSeq 500	Smart-seq2	112692580	NextSeq 500	PAIRED	Pt0
SRR5103428	NextSeq 500	Smart-seq2	75436200	NextSeq 500	PAIRED	Pt0
SRR5103429	NextSeq 500	Smart-seq2	126072100	NextSeq 500	PAIRED	Pt0
SRR5103430	NextSeq 500	Smart-seq2	21208950	NextSeq 500	PAIRED	Pt0
SRR5103431	NextSeq 500	Smart-seq2	129575390	NextSeq 500	PAIRED	Pt0
SRR5103432	NextSeq 500	Smart-seq2	137281900	NextSeq 500	PAIRED	Pt0
SRR5103433	NextSeq 500	Smart-seq2	116584090	NextSeq 500	PAIRED	Pt0
SRR5103434	NextSeq 500	Smart-seq2	154144760	NextSeq 500	PAIRED	Pt0
SRR5103435	NextSeq 500	Smart-seq2	127059240	NextSeq 500	PAIRED	Pt0
SRR5103436	NextSeq 500	Smart-seq2	115884510	NextSeq 500	PAIRED	Pt0
SRR5103437	NextSeq 500	Smart-seq2	120057910	NextSeq 500	PAIRED	Pt0
SRR5103438	NextSeq 500	Smart-seq2	80549350	NextSeq 500	PAIRED	Pt0
SRR5103439	NextSeq 500	Smart-seq2	81775190	NextSeq 500	PAIRED	Pt0
SRR5103440	NextSeq 500	Smart-seq2	203744520	NextSeq 500	PAIRED	Pt0
SRR5103441	NextSeq 500	Smart-seq2	138022430	NextSeq 500	PAIRED	Pt0
SRR5103442	NextSeq 500	Smart-seq2	231324100	NextSeq 500	PAIRED	Pt0
SRR5103443	NextSeq 500	Smart-seq2	125293280	NextSeq 500	PAIRED	Pt0
SRR5103444	NextSeq 500	Smart-seq2	65578590	NextSeq 500	PAIRED	Pt0
SRR5103445	NextSeq 500	Smart-seq2	53788770	NextSeq 500	PAIRED	Pt0
SRR5103446	NextSeq 500	Smart-seq2	101676610	NextSeq 500	PAIRED	Pt0
SRR5103447	NextSeq 500	Smart-seq2	84758660	NextSeq 500	PAIRED	Pt0
SRR5103448	NextSeq 500	Smart-seq2	119915950	NextSeq 500	PAIRED	Pt0
SRR5103449	NextSeq 500	Smart-seq2	169550360	NextSeq 500	PAIRED	Pt0
SRR5103450	NextSeq 500	Smart-seq2	183074710	NextSeq 500	PAIRED	Pt0
SRR5103451	NextSeq 500	Smart-seq2	94862320	NextSeq 500	PAIRED	Pt0
SRR5103452	NextSeq 500	Smart-seq2	81040260	NextSeq 500	PAIRED	Pt0
SRR5103453	NextSeq 500	Smart-seq2	89094250	NextSeq 500	PAIRED	Pt0
SRR5103454	NextSeq 500	Smart-seq2	60818706	NextSeq 500	PAIRED	Pt0
SRR5103455	NextSeq 500	Smart-seq2	20346768	NextSeq 500	PAIRED	Pt0
SRR5103456	NextSeq 500	Smart-seq2	67530450	NextSeq 500	PAIRED	Pt0
SRR5103457	NextSeq 500	Smart-seq2	57390294	NextSeq 500	PAIRED	Pt0
SRR5103458	NextSeq 500	Smart-seq2	143745576	NextSeq 500	PAIRED	Pt0
SRR5103459	NextSeq 500	Smart-seq2	78806832	NextSeq 500	PAIRED	Pt0
