sample	Instrument	seq_type	Bases	Instrument	LibraryLayout	patient
SRR6254367	NextSeq 500	10x	2761796640	NextSeq 500	PAIRED	Pt1
SRR6254368	NextSeq 500	10x	3226866300	NextSeq 500	PAIRED	Pt1
SRR5101975	NextSeq 500	Smart-seq2	35138600	NextSeq 500	PAIRED	Pt2
SRR5101986	NextSeq 500	Smart-seq2	9973860	NextSeq 500	PAIRED	Pt2
SRR5101994	NextSeq 500	Smart-seq2	57322468	NextSeq 500	PAIRED	Pt2
SRR5102003	NextSeq 500	Smart-seq2	63338020	NextSeq 500	PAIRED	Pt2
SRR5102014	NextSeq 500	Smart-seq2	48561492	NextSeq 500	PAIRED	Pt2
SRR5102024	NextSeq 500	Smart-seq2	47559660	NextSeq 500	PAIRED	Pt2
SRR5102041	NextSeq 500	Smart-seq2	50719664	NextSeq 500	PAIRED	Pt2
SRR5102052	NextSeq 500	Smart-seq2	27217272	NextSeq 500	PAIRED	Pt2
SRR5102053	NextSeq 500	Smart-seq2	10962696	NextSeq 500	PAIRED	Pt2
SRR5102091	NextSeq 500	Smart-seq2	41074124	NextSeq 500	PAIRED	Pt2
SRR5102103	NextSeq 500	Smart-seq2	16743256	NextSeq 500	PAIRED	Pt2
SRR5102115	NextSeq 500	Smart-seq2	93329520	NextSeq 500	PAIRED	Pt2
SRR5102129	NextSeq 500	Smart-seq2	35316060	NextSeq 500	PAIRED	Pt2
SRR5102137	NextSeq 500	Smart-seq2	29856372	NextSeq 500	PAIRED	Pt2
SRR5102153	NextSeq 500	Smart-seq2	48957604	NextSeq 500	PAIRED	Pt2
SRR5102166	NextSeq 500	Smart-seq2	44035008	NextSeq 500	PAIRED	Pt2
SRR5102168	NextSeq 500	Smart-seq2	43516536	NextSeq 500	PAIRED	Pt2
SRR5102169	NextSeq 500	Smart-seq2	51069036	NextSeq 500	PAIRED	Pt2
SRR5102170	NextSeq 500	Smart-seq2	418013604	NextSeq 500	PAIRED	Pt2
SRR5102172	NextSeq 500	Smart-seq2	131592328	NextSeq 500	PAIRED	Pt2
SRR5102173	NextSeq 500	Smart-seq2	34896768	NextSeq 500	PAIRED	Pt2
SRR5102175	NextSeq 500	Smart-seq2	70130596	NextSeq 500	PAIRED	Pt2
SRR5102176	NextSeq 500	Smart-seq2	15571792	NextSeq 500	PAIRED	Pt2
SRR5102178	NextSeq 500	Smart-seq2	59988092	NextSeq 500	PAIRED	Pt2
SRR5102179	NextSeq 500	Smart-seq2	31699524	NextSeq 500	PAIRED	Pt2
SRR5102181	NextSeq 500	Smart-seq2	225667560	NextSeq 500	PAIRED	Pt2
SRR5102183	NextSeq 500	Smart-seq2	107649440	NextSeq 500	PAIRED	Pt2
SRR5102184	NextSeq 500	Smart-seq2	271858992	NextSeq 500	PAIRED	Pt2
SRR5102186	NextSeq 500	Smart-seq2	156234720	NextSeq 500	PAIRED	Pt2
SRR5102190	NextSeq 500	Smart-seq2	215839620	NextSeq 500	PAIRED	Pt2
SRR5102192	NextSeq 500	Smart-seq2	97305080	NextSeq 500	PAIRED	Pt2
SRR5102195	NextSeq 500	Smart-seq2	130702444	NextSeq 500	PAIRED	Pt2
SRR5102196	NextSeq 500	Smart-seq2	92200388	NextSeq 500	PAIRED	Pt2
SRR5102197	NextSeq 500	Smart-seq2	72457032	NextSeq 500	PAIRED	Pt2
SRR5102199	NextSeq 500	Smart-seq2	129067304	NextSeq 500	PAIRED	Pt2
SRR5102200	NextSeq 500	Smart-seq2	110386200	NextSeq 500	PAIRED	Pt2
SRR5102202	NextSeq 500	Smart-seq2	260999960	NextSeq 500	PAIRED	Pt2
SRR5102203	NextSeq 500	Smart-seq2	278030496	NextSeq 500	PAIRED	Pt2
SRR5102206	NextSeq 500	Smart-seq2	74431284	NextSeq 500	PAIRED	Pt2
SRR5102208	NextSeq 500	Smart-seq2	80848040	NextSeq 500	PAIRED	Pt2
SRR5102210	NextSeq 500	Smart-seq2	104176240	NextSeq 500	PAIRED	Pt2
SRR5102215	NextSeq 500	Smart-seq2	271812024	NextSeq 500	PAIRED	Pt2
SRR5102216	NextSeq 500	Smart-seq2	55292128	NextSeq 500	PAIRED	Pt2
SRR5102217	NextSeq 500	Smart-seq2	270238976	NextSeq 500	PAIRED	Pt2
SRR5102218	NextSeq 500	Smart-seq2	227631096	NextSeq 500	PAIRED	Pt2
SRR5102220	NextSeq 500	Smart-seq2	241197704	NextSeq 500	PAIRED	Pt2
SRR5102221	NextSeq 500	Smart-seq2	210953808	NextSeq 500	PAIRED	Pt2
SRR5102222	NextSeq 500	Smart-seq2	414639280	NextSeq 500	PAIRED	Pt2
SRR5102223	NextSeq 500	Smart-seq2	166733816	NextSeq 500	PAIRED	Pt2
SRR5102225	NextSeq 500	Smart-seq2	222073140	NextSeq 500	PAIRED	Pt2
SRR5102226	NextSeq 500	Smart-seq2	142201928	NextSeq 500	PAIRED	Pt2
SRR5102227	NextSeq 500	Smart-seq2	65659212	NextSeq 500	PAIRED	Pt2
SRR5102230	NextSeq 500	Smart-seq2	154016660	NextSeq 500	PAIRED	Pt2
SRR5102232	NextSeq 500	Smart-seq2	123365708	NextSeq 500	PAIRED	Pt2
SRR5102233	NextSeq 500	Smart-seq2	90057568	NextSeq 500	PAIRED	Pt2
SRR5102236	NextSeq 500	Smart-seq2	124369212	NextSeq 500	PAIRED	Pt2
SRR5102238	NextSeq 500	Smart-seq2	101714752	NextSeq 500	PAIRED	Pt2
SRR5102242	NextSeq 500	Smart-seq2	48126468	NextSeq 500	PAIRED	Pt2
SRR5102244	NextSeq 500	Smart-seq2	108553080	NextSeq 500	PAIRED	Pt2
SRR5102245	NextSeq 500	Smart-seq2	56432736	NextSeq 500	PAIRED	Pt2
SRR5102246	NextSeq 500	Smart-seq2	81847212	NextSeq 500	PAIRED	Pt2
SRR5102248	NextSeq 500	Smart-seq2	68538700	NextSeq 500	PAIRED	Pt2
SRR5102250	NextSeq 500	Smart-seq2	10601164	NextSeq 500	PAIRED	Pt2
SRR5102251	NextSeq 500	Smart-seq2	24526720	NextSeq 500	PAIRED	Pt2
SRR5102253	NextSeq 500	Smart-seq2	48935792	NextSeq 500	PAIRED	Pt2
SRR5102255	NextSeq 500	Smart-seq2	32321736	NextSeq 500	PAIRED	Pt2
SRR5102259	NextSeq 500	Smart-seq2	13890140	NextSeq 500	PAIRED	Pt2
SRR5102261	NextSeq 500	Smart-seq2	7024832	NextSeq 500	PAIRED	Pt2
SRR5102264	NextSeq 500	Smart-seq2	62963340	NextSeq 500	PAIRED	Pt2
SRR5102265	NextSeq 500	Smart-seq2	72677280	NextSeq 500	PAIRED	Pt2
SRR5102267	NextSeq 500	Smart-seq2	32382840	NextSeq 500	PAIRED	Pt2
SRR5102270	NextSeq 500	Smart-seq2	23980356	NextSeq 500	PAIRED	Pt2
SRR5102271	NextSeq 500	Smart-seq2	97886100	NextSeq 500	PAIRED	Pt2
SRR5102272	NextSeq 500	Smart-seq2	41764204	NextSeq 500	PAIRED	Pt2
SRR5102273	NextSeq 500	Smart-seq2	79569036	NextSeq 500	PAIRED	Pt2
SRR5102275	NextSeq 500	Smart-seq2	43586684	NextSeq 500	PAIRED	Pt2
SRR5102276	NextSeq 500	Smart-seq2	31946220	NextSeq 500	PAIRED	Pt2
SRR5102277	NextSeq 500	Smart-seq2	45496792	NextSeq 500	PAIRED	Pt2
SRR5102279	NextSeq 500	Smart-seq2	42091308	NextSeq 500	PAIRED	Pt2
SRR5102281	NextSeq 500	Smart-seq2	27023244	NextSeq 500	PAIRED	Pt2
SRR5102282	NextSeq 500	Smart-seq2	20187500	NextSeq 500	PAIRED	Pt2
SRR5102283	NextSeq 500	Smart-seq2	44207984	NextSeq 500	PAIRED	Pt2
SRR5102284	NextSeq 500	Smart-seq2	20521064	NextSeq 500	PAIRED	Pt2
SRR5102286	NextSeq 500	Smart-seq2	55622804	NextSeq 500	PAIRED	Pt2
SRR5102288	NextSeq 500	Smart-seq2	63729724	NextSeq 500	PAIRED	Pt2
SRR5102289	NextSeq 500	Smart-seq2	22825916	NextSeq 500	PAIRED	Pt2
SRR5102290	NextSeq 500	Smart-seq2	60533544	NextSeq 500	PAIRED	Pt2
SRR5102292	NextSeq 500	Smart-seq2	71445776	NextSeq 500	PAIRED	Pt2
SRR5102293	NextSeq 500	Smart-seq2	68948644	NextSeq 500	PAIRED	Pt2
SRR5102295	NextSeq 500	Smart-seq2	76772008	NextSeq 500	PAIRED	Pt2
SRR5102297	NextSeq 500	Smart-seq2	33176888	NextSeq 500	PAIRED	Pt2
SRR5102298	NextSeq 500	Smart-seq2	23326452	NextSeq 500	PAIRED	Pt2
SRR5102300	NextSeq 500	Smart-seq2	59374696	NextSeq 500	PAIRED	Pt2
SRR5102301	NextSeq 500	Smart-seq2	24425868	NextSeq 500	PAIRED	Pt2
SRR5102303	NextSeq 500	Smart-seq2	51340356	NextSeq 500	PAIRED	Pt2
SRR5102304	NextSeq 500	Smart-seq2	67568028	NextSeq 500	PAIRED	Pt2
SRR5102306	NextSeq 500	Smart-seq2	46054556	NextSeq 500	PAIRED	Pt2
SRR5102308	NextSeq 500	Smart-seq2	35365080	NextSeq 500	PAIRED	Pt2
SRR5102310	NextSeq 500	Smart-seq2	25366976	NextSeq 500	PAIRED	Pt2
SRR5102316	NextSeq 500	Smart-seq2	80933540	NextSeq 500	PAIRED	Pt2
SRR5102318	NextSeq 500	Smart-seq2	63936596	NextSeq 500	PAIRED	Pt2
SRR5102321	NextSeq 500	Smart-seq2	38545452	NextSeq 500	PAIRED	Pt2
SRR5102324	NextSeq 500	Smart-seq2	13320596	NextSeq 500	PAIRED	Pt2
SRR5102326	NextSeq 500	Smart-seq2	149063816	NextSeq 500	PAIRED	Pt2
SRR5102331	NextSeq 500	Smart-seq2	27858104	NextSeq 500	PAIRED	Pt2
SRR5102334	NextSeq 500	Smart-seq2	27751172	NextSeq 500	PAIRED	Pt2
SRR5102336	NextSeq 500	Smart-seq2	80631288	NextSeq 500	PAIRED	Pt2
SRR5102337	NextSeq 500	Smart-seq2	54999224	NextSeq 500	PAIRED	Pt2
SRR5102339	NextSeq 500	Smart-seq2	56784084	NextSeq 500	PAIRED	Pt2
SRR6254369	NextSeq 500	10x	2916923820	NextSeq 500	PAIRED	Pt2
SRR6254370	NextSeq 500	10x	2993224800	NextSeq 500	PAIRED	Pt2
SRR6237197	NextSeq 500	10x	9034977420	NextSeq 500	SINGLE	Pt3
SRR6237198	NextSeq 500	10x	3692479980	NextSeq 500	SINGLE	Pt3
SRR6237199	NextSeq 500	10x	9899302800	NextSeq 500	SINGLE	Pt4
SRR6237200	NextSeq 500	10x	4647429600	NextSeq 500	SINGLE	Pt4
SRR6237201	NextSeq 500	10x	4909089300	NextSeq 500	SINGLE	Pt5
SRR6237202	NextSeq 500	10x	6021325980	NextSeq 500	SINGLE	Pt5
SRR6237203	NextSeq 500	10x	6177367240	NextSeq 500	SINGLE	Pt6
SRR6237204	NextSeq 500	10x	5832427425	NextSeq 500	SINGLE	Pt6
SRR6237205	NextSeq 500	10x	6534389840	NextSeq 500	SINGLE	Pt6
SRR6237206	NextSeq 500	10x	6422032925	NextSeq 500	SINGLE	Pt6
SRR6237207	NextSeq 500	10x	6139446610	NextSeq 500	SINGLE	Pt6
SRR6237208	NextSeq 500	10x	14839439010	NextSeq 500	SINGLE	Pt6
SRR6237209	NextSeq 500	10x	14504567550	NextSeq 500	SINGLE	Pt6
SRR6237210	NextSeq 500	10x	6736304795	NextSeq 500	SINGLE	Pt7
SRR6237211	NextSeq 500	10x	6899922370	NextSeq 500	SINGLE	Pt7
SRR6237212	NextSeq 500	10x	7118424775	NextSeq 500	SINGLE	Pt7
SRR6237213	NextSeq 500	10x	10014002515	NextSeq 500	SINGLE	Pt7
SRR6254371	NextSeq 500	10x	3874450560	NextSeq 500	SINGLE	Pt8
SRR6254372	NextSeq 500	10x	3174918960	NextSeq 500	SINGLE	Pt8
SRR6254373	NextSeq 500	10x	2763378600	NextSeq 500	SINGLE	Pt8
SRR6254375	NextSeq 500	10x	3055034040	NextSeq 500	SINGLE	Pt8
SRR6254376	NextSeq 500	10x	3740525880	NextSeq 500	SINGLE	Pt8
SRR6254377	NextSeq 500	10x	4233472980	NextSeq 500	SINGLE	Pt8
SRR6254378	NextSeq 500	10x	3279327420	NextSeq 500	SINGLE	Pt8
SRR6254379	NextSeq 500	10x	2626606980	NextSeq 500	SINGLE	Pt8
SRR6254380	NextSeq 500	10x	3484352340	NextSeq 500	SINGLE	Pt9
SRR6254381	NextSeq 500	10x	3967435500	NextSeq 500	SINGLE	Pt9
SRR6254382	NextSeq 500	10x	4382881320	NextSeq 500	SINGLE	Pt9
