patient	sample	cell	Tumor	plate	well	Run
TH238	LT_S66	O16_B002077	nonTumor	B002077	O16	SRR10791154
TH238	LT_S66	O16_B002079	nonTumor	B002079	O16	SRR10791155
TH238	LT_S66	P18_B000420	nonTumor	B000420	P18	SRR10791206
TH238	LT_S66	P18_B000422	nonTumor	B000422	P18	SRR10791207
TH238	LT_S66	P18_B002077	nonTumor	B002077	P18	SRR10791226
TH238	LT_S66	P18_B002079	Tumor	B002079	P18	SRR10791227
TH238	LT_S66	P19_B000422	nonTumor	B000422	P19	SRR10791266
TH238	LT_S66	P9_B000422	nonTumor	B000422	P9	SRR10791292
TH238	LT_S66	P9_B002077	nonTumor	B002077	P9	SRR10791307
TH238	LT_S66	P9_B002079	nonTumor	B002079	P9	SRR10791308
TH238	LT_S66	A7_B002077	nonTumor	B002077	A7	SRR10791343
TH238	LT_S66	A7_B002079	nonTumor	B002079	A7	SRR10791344
TH238	LT_S66	A8_B000420	nonTumor	B000420	A8	SRR10791380
TH238	LT_S66	A8_B002077	nonTumor	B002077	A8	SRR10791403
TH238	LT_S66	A8_B002079	nonTumor	B002079	A8	SRR10791404
TH238	LT_S66	B2_B000422	nonTumor	B000422	B2	SRR10791462
TH238	LT_S66	B2_B002077	nonTumor	B002077	B2	SRR10791480
TH238	LT_S66	B2_B002079	nonTumor	B002079	B2	SRR10791481
TH238	LT_S66	C14_B000420	Tumor	B000420	C14	SRR10791538
TH238	LT_S66	C14_B000422	nonTumor	B000422	C14	SRR10791539
TH238	LT_S66	C14_B002077	nonTumor	B002077	C14	SRR10791558
TH238	LT_S66	C14_B002078	nonTumor	B002078	C14	SRR10791559
TH238	LT_S66	C14_B002079	Tumor	B002079	C14	SRR10791560
TH238	LT_S66	C16_B002077	Tumor	B002077	C16	SRR10791601
TH238	LT_S66	C16_B002078	nonTumor	B002078	C16	SRR10791602
TH238	LT_S66	C16_B002079	nonTumor	B002079	C16	SRR10791603
TH238	LT_S66	C17_B000420	nonTumor	B000420	C17	SRR10791650
TH238	LT_S66	C17_B000422	nonTumor	B000422	C17	SRR10791651
TH238	LT_S66	C17_B002077	nonTumor	B002077	C17	SRR10791675
TH238	LT_S66	C17_B002079	nonTumor	B002079	C17	SRR10791676
TH238	LT_S66	C18_B000420	nonTumor	B000420	C18	SRR10791726
TH238	LT_S66	C18_B002079	Tumor	B002079	C18	SRR10791745
TH238	LT_S66	D18_B000420	nonTumor	B000420	D18	SRR10791778
TH238	LT_S66	D18_B002078	nonTumor	B002078	D18	SRR10791799
TH238	LT_S66	D18_B002079	Tumor	B002079	D18	SRR10791800
TH238	LT_S66	D19_B000420	nonTumor	B000420	D19	SRR10791848
TH238	LT_S66	D19_B000422	nonTumor	B000422	D19	SRR10791849
TH238	LT_S66	E21_B002077	Tumor	B002077	E21	SRR10791876
TH238	LT_S66	E21_B002078	Tumor	B002078	E21	SRR10791877
TH238	LT_S66	E21_B002079	nonTumor	B002079	E21	SRR10791878
TH238	LT_S66	E22_B000422	nonTumor	B000422	E22	SRR10791929
TH238	LT_S66	F17_B000422	Tumor	B000422	F17	SRR10791984
TH238	LT_S66	F17_B002077	nonTumor	B002077	F17	SRR10792010
TH238	LT_S66	F17_B002078	Tumor	B002078	F17	SRR10792011
TH238	LT_S66	F21_B000420	nonTumor	B000420	F21	SRR10792056
TH238	LT_S66	F21_B000422	Tumor	B000422	F21	SRR10792057
TH238	LT_S66	F21_B002077	nonTumor	B002077	F21	SRR10792082
TH238	LT_S66	F21_B002078	nonTumor	B002078	F21	SRR10792083
TH238	LT_S66	F9_B000422	nonTumor	B000422	F9	SRR10792144
TH238	LT_S66	F9_B002077	nonTumor	B002077	F9	SRR10792158
TH238	LT_S66	F9_B002078	nonTumor	B002078	F9	SRR10792159
TH238	LT_S66	F9_B002079	nonTumor	B002079	F9	SRR10792160
TH238	LT_S66	G1_B000420	nonTumor	B000420	G1	SRR10792203
TH238	LT_S66	G1_B000422	nonTumor	B000422	G1	SRR10792204
TH238	LT_S66	G1_B002077	nonTumor	B002077	G1	SRR10792223
TH238	LT_S66	G1_B002078	nonTumor	B002078	G1	SRR10792224
TH238	LT_S66	G1_B002079	nonTumor	B002079	G1	SRR10792225
TH238	LT_S66	G10_B000420	nonTumor	B000420	G10	SRR10792265
TH238	LT_S66	G10_B000422	nonTumor	B000422	G10	SRR10792266
TH238	LT_S66	G10_B002077	nonTumor	B002077	G10	SRR10792278
TH238	LT_S66	G10_B002078	nonTumor	B002078	G10	SRR10792279
TH238	LT_S66	G10_B002079	nonTumor	B002079	G10	SRR10792280
TH238	LT_S66	G3_B000422	nonTumor	B000422	G3	SRR10792349
TH238	LT_S66	G3_B002077	nonTumor	B002077	G3	SRR10792363
TH238	LT_S66	G3_B002078	nonTumor	B002078	G3	SRR10792364
TH238	LT_S66	G3_B002079	nonTumor	B002079	G3	SRR10792365
TH238	LT_S66	H13_B000420	Tumor	B000420	H13	SRR10792405
TH238	LT_S66	H13_B002078	Tumor	B002078	H13	SRR10792424
TH238	LT_S66	H13_B002079	nonTumor	B002079	H13	SRR10792425
TH238	LT_S66	H14_B000420	nonTumor	B000420	H14	SRR10792464
TH238	LT_S66	H14_B000422	Tumor	B000422	H14	SRR10792465
TH238	LT_S66	H14_B002077	Tumor	B002077	H14	SRR10792485
TH238	LT_S66	H14_B002079	Tumor	B002079	H14	SRR10792486
TH238	LT_S66	H15_B000420	Tumor	B000420	H15	SRR10792529
TH238	LT_S66	H15_B000422	nonTumor	B000422	H15	SRR10792530
TH238	LT_S66	H15_B002077	nonTumor	B002077	H15	SRR10792550
TH238	LT_S66	H15_B002078	nonTumor	B002078	H15	SRR10792551
TH238	LT_S66	H15_B002079	Tumor	B002079	H15	SRR10792552
TH238	LT_S66	H5_B000422	nonTumor	B000422	H5	SRR10792577
TH238	LT_S66	H5_B002077	nonTumor	B002077	H5	SRR10792594
TH238	LT_S66	H5_B002078	nonTumor	B002078	H5	SRR10792595
TH238	LT_S66	H6_B000422	nonTumor	B000422	H6	SRR10792639
TH238	LT_S66	H9_B002077	nonTumor	B002077	H9	SRR10792668
TH238	LT_S66	H9_B002078	nonTumor	B002078	H9	SRR10792669
TH238	LT_S66	H9_B002079	nonTumor	B002079	H9	SRR10792670
TH238	LT_S66	I1_B000420	nonTumor	B000420	I1	SRR10792702
TH238	LT_S66	I1_B000422	nonTumor	B000422	I1	SRR10792703
TH238	LT_S66	I1_B002078	nonTumor	B002078	I1	SRR10792719
TH238	LT_S66	I1_B002079	nonTumor	B002079	I1	SRR10792720
TH238	LT_S66	I16_B000420	nonTumor	B000420	I16	SRR10792775
TH238	LT_S66	I16_B000422	nonTumor	B000422	I16	SRR10792776
TH238	LT_S66	I16_B002077	nonTumor	B002077	I16	SRR10792796
TH238	LT_S66	I16_B002078	nonTumor	B002078	I16	SRR10792797
TH238	LT_S66	J7_B002077	nonTumor	B002077	J7	SRR10792835
TH238	LT_S66	J7_B002078	nonTumor	B002078	J7	SRR10792836
TH238	LT_S66	J7_B002079	nonTumor	B002079	J7	SRR10792837
TH238	LT_S66	J8_B000420	nonTumor	B000420	J8	SRR10792876
TH238	LT_S66	J8_B002077	nonTumor	B002077	J8	SRR10792895
TH238	LT_S66	J8_B002078	nonTumor	B002078	J8	SRR10792896
TH238	LT_S66	J8_B002079	nonTumor	B002079	J8	SRR10792897
TH238	LT_S66	K17_B000420	nonTumor	B000420	K17	SRR10792918
TH238	LT_S66	K17_B000422	nonTumor	B000422	K17	SRR10792919
TH238	LT_S66	K17_B002077	Tumor	B002077	K17	SRR10792939
TH238	LT_S66	K17_B002078	Tumor	B002078	K17	SRR10792940
TH238	LT_S66	K17_B002079	nonTumor	B002079	K17	SRR10792941
TH238	LT_S66	K18_B000420	nonTumor	B000420	K18	SRR10792976
TH238	LT_S66	K18_B000422	Tumor	B000422	K18	SRR10792977
TH238	LT_S66	K18_B002077	Tumor	B002077	K18	SRR10792999
TH238	LT_S66	K18_B002078	nonTumor	B002078	K18	SRR10793000
TH238	LT_S66	K18_B002079	nonTumor	B002079	K18	SRR10793001
TH238	LT_S66	K21_B000422	nonTumor	B000422	K21	SRR10793045
TH238	LT_S66	K21_B002077	Tumor	B002077	K21	SRR10793065
TH238	LT_S66	K21_B002079	nonTumor	B002079	K21	SRR10793066
TH238	LT_S66	K22_B000422	Tumor	B000422	K22	SRR10793108
TH238	LT_S66	K22_B002078	nonTumor	B002078	K22	SRR10793128
TH238	LT_S66	K22_B002079	nonTumor	B002079	K22	SRR10793129
TH238	LT_S66	K3_B000420	nonTumor	B000420	K3	SRR10793176
TH238	LT_S66	K3_B000422	nonTumor	B000422	K3	SRR10793177
TH238	LT_S66	K3_B002077	nonTumor	B002077	K3	SRR10793191
TH238	LT_S66	K3_B002078	nonTumor	B002078	K3	SRR10793192
TH238	LT_S66	K3_B002079	nonTumor	B002079	K3	SRR10793193
TH238	LT_S66	K4_B000422	nonTumor	B000422	K4	SRR10793237
TH238	LT_S66	K4_B002077	nonTumor	B002077	K4	SRR10793252
TH238	LT_S66	K4_B002078	nonTumor	B002078	K4	SRR10793253
TH238	LT_S66	K4_B002079	nonTumor	B002079	K4	SRR10793254
TH238	LT_S66	K5_B000422	nonTumor	B000422	K5	SRR10793292
TH238	LT_S66	K5_B002077	nonTumor	B002077	K5	SRR10793309
TH238	LT_S66	K5_B002079	nonTumor	B002079	K5	SRR10793310
TH238	LT_S66	K6_B000422	nonTumor	B000422	K6	SRR10793344
TH238	LT_S66	K6_B002077	nonTumor	B002077	K6	SRR10793364
TH238	LT_S66	K6_B002078	nonTumor	B002078	K6	SRR10793365
TH238	LT_S66	K6_B002079	nonTumor	B002079	K6	SRR10793366
TH238	LT_S66	K7_B000420	nonTumor	B000420	K7	SRR10793396
TH238	LT_S66	K7_B000422	nonTumor	B000422	K7	SRR10793397
TH238	LT_S66	K7_B002077	nonTumor	B002077	K7	SRR10793415
TH238	LT_S66	K7_B002078	nonTumor	B002078	K7	SRR10793416
TH238	LT_S66	L10_B000422	nonTumor	B000422	L10	SRR10793447
TH238	LT_S66	L10_B002077	nonTumor	B002077	L10	SRR10793464
TH238	LT_S66	L10_B002078	nonTumor	B002078	L10	SRR10793465
TH238	LT_S66	L10_B002079	nonTumor	B002079	L10	SRR10793466
TH238	LT_S66	L11_B000420	nonTumor	B000420	L11	SRR10793502
TH238	LT_S66	L11_B000422	nonTumor	B000422	L11	SRR10793503
TH238	LT_S66	L11_B002077	nonTumor	B002077	L11	SRR10793518
TH238	LT_S66	L11_B002079	nonTumor	B002079	L11	SRR10793519
TH238	LT_S66	L9_B000420	nonTumor	B000420	L9	SRR10793558
TH238	LT_S66	L9_B002077	nonTumor	B002077	L9	SRR10793575
TH238	LT_S66	L9_B002078	nonTumor	B002078	L9	SRR10793576
TH238	LT_S66	L9_B002079	nonTumor	B002079	L9	SRR10793577
TH238	LT_S66	M1_B000420	nonTumor	B000420	M1	SRR10793617
TH238	LT_S66	M1_B000422	nonTumor	B000422	M1	SRR10793618
TH238	LT_S66	M13_B000422	nonTumor	B000422	M13	SRR10793661
TH238	LT_S66	M13_B002077	Tumor	B002077	M13	SRR10793679
TH238	LT_S66	M13_B002079	nonTumor	B002079	M13	SRR10793680
TH238	LT_S66	M14_B000420	Tumor	B000420	M14	SRR10793723
TH238	LT_S66	M14_B002077	Tumor	B002077	M14	SRR10793739
TH238	LT_S66	M14_B002079	nonTumor	B002079	M14	SRR10793740
TH238	LT_S66	M15_B000420	nonTumor	B000420	M15	SRR10793786
TH238	LT_S66	N10_B000420	nonTumor	B000420	N10	SRR10793809
TH238	LT_S66	N10_B002077	nonTumor	B002077	N10	SRR10793822
TH238	LT_S66	N10_B002079	nonTumor	B002079	N10	SRR10793823
TH238	LT_S66	N11_B002077	nonTumor	B002077	N11	SRR10793873
TH238	LT_S66	N11_B002079	nonTumor	B002079	N11	SRR10793874
TH238	LT_S66	N16_B002077	nonTumor	B002077	N16	SRR10793902
TH238	LT_S66	N16_B002079	Tumor	B002079	N16	SRR10793903
TH238	LT_S66	N17_B000422	Tumor	B000422	N17	SRR10793946
TH238	LT_S66	N17_B002077	nonTumor	B002077	N17	SRR10793969
TH238	LT_S66	N17_B002079	Tumor	B002079	N17	SRR10793970
TH238	LT_S66	N18_B002079	nonTumor	B002079	N18	SRR10794033
TH238	LT_S66	N7_B000420	nonTumor	B000420	N7	SRR10794072
TH238	LT_S66	N7_B002077	nonTumor	B002077	N7	SRR10794088
TH238	LT_S66	N8_B000420	nonTumor	B000420	N8	SRR10794125
TH238	LT_S66	N8_B002077	nonTumor	B002077	N8	SRR10794142
TH238	LT_S66	O21_B002079	nonTumor	B002079	O21	SRR10794152
TH238	LT_S66	O22_B000422	nonTumor	B000422	O22	SRR10794195
TH238	LT_S66	O22_B002077	nonTumor	B002077	O22	SRR10794213
TH238	LT_S66	O22_B002079	nonTumor	B002079	O22	SRR10794214
TH238	LT_S66	O8_B002077	nonTumor	B002077	O8	SRR10794258
TH238	LT_S66	O8_B002079	nonTumor	B002079	O8	SRR10794259
TH238	LT_S66	O9_B000422	nonTumor	B000422	O9	SRR10794291
TH238	LT_S66	O9_B002079	nonTumor	B002079	O9	SRR10794308
TH238	LT_S66	P12_B002077	nonTumor	B002077	P12	SRR10794341
TH238	LT_S66	P12_B002079	nonTumor	B002079	P12	SRR10794342
TH238	LT_S66	P13_B000420	Tumor	B000420	P13	SRR10794383
TH238	LT_S66	P13_B002077	nonTumor	B002077	P13	SRR10794400
TH238	LT_S66	P13_B002079	nonTumor	B002079	P13	SRR10794401
TH238	LT_S66	P14_B002077	nonTumor	B002077	P14	SRR10794458
TH238	LT_S66	P14_B002079	nonTumor	B002079	P14	SRR10794459
TH238	LT_S66	P20_B000420	nonTumor	B000420	P20	SRR10794521
TH238	LT_S66	P20_B000422	nonTumor	B000422	P20	SRR10794522
TH238	LT_S66	P20_B002077	nonTumor	B002077	P20	SRR10794545
TH238	LT_S66	B18_B002078	nonTumor	B002078	B18	SRR10794607
TH238	LT_S66	B18_B002079	nonTumor	B002079	B18	SRR10794608
TH238	LT_S66	B19_B000420	Tumor	B000420	B19	SRR10794653
TH238	LT_S66	B19_B000422	nonTumor	B000422	B19	SRR10794654
TH238	LT_S66	B19_B002077	nonTumor	B002077	B19	SRR10794672
TH238	LT_S66	B19_B002079	nonTumor	B002079	B19	SRR10794673
TH238	LT_S66	G17_B000420	nonTumor	B000420	G17	SRR10794706
TH238	LT_S66	G17_B002078	nonTumor	B002078	G17	SRR10794729
TH238	LT_S66	G17_B002079	nonTumor	B002079	G17	SRR10794730
TH238	LT_S66	G4_B000420	nonTumor	B000420	G4	SRR10794784
TH238	LT_S66	G4_B000422	nonTumor	B000422	G4	SRR10794785
TH238	LT_S66	G4_B002077	nonTumor	B002077	G4	SRR10794805
TH238	LT_S66	G4_B002078	nonTumor	B002078	G4	SRR10794806
TH238	LT_S66	G4_B002079	nonTumor	B002079	G4	SRR10794807
TH238	LT_S66	G9_B002077	nonTumor	B002077	G9	SRR10794859
TH238	LT_S66	G9_B002078	nonTumor	B002078	G9	SRR10794860
TH238	LT_S66	G9_B002079	nonTumor	B002079	G9	SRR10794861
TH238	LT_S66	H1_B000422	nonTumor	B000422	H1	SRR10794898
TH238	LT_S66	H1_B002077	nonTumor	B002077	H1	SRR10794913
TH238	LT_S66	H1_B002078	nonTumor	B002078	H1	SRR10794914
TH238	LT_S66	H1_B002079	nonTumor	B002079	H1	SRR10794915
TH238	LT_S66	H17_B000420	nonTumor	B000420	H17	SRR10794956
TH238	LT_S66	H17_B000422	nonTumor	B000422	H17	SRR10794957
TH238	LT_S66	H17_B002077	nonTumor	B002077	H17	SRR10794980
TH238	LT_S66	H17_B002078	nonTumor	B002078	H17	SRR10794981
TH238	LT_S66	H17_B002079	Tumor	B002079	H17	SRR10794982
TH238	LT_S66	K8_B000420	nonTumor	B000420	K8	SRR10795040
TH238	LT_S66	K8_B000422	nonTumor	B000422	K8	SRR10795041
TH238	LT_S66	K8_B002077	nonTumor	B002077	K8	SRR10795057
TH238	LT_S66	K8_B002079	nonTumor	B002079	K8	SRR10795058
TH238	LT_S66	K9_B000422	nonTumor	B000422	K9	SRR10795094
TH238	LT_S66	E15_B002077	nonTumor	B002077	E15	SRR10782222
TH238	LT_S66	E15_B002078	nonTumor	B002078	E15	SRR10782223
TH238	LT_S66	E15_B002079	nonTumor	B002079	E15	SRR10782224
TH238	LT_S66	E16_B000420	nonTumor	B000420	E16	SRR10782266
TH238	LT_S66	E16_B002077	nonTumor	B002077	E16	SRR10782284
TH238	LT_S66	E16_B002078	nonTumor	B002078	E16	SRR10782285
TH238	LT_S66	E17_B000420	nonTumor	B000420	E17	SRR10782331
TH238	LT_S66	E17_B000422	nonTumor	B000422	E17	SRR10782332
TH238	LT_S66	E17_B002077	nonTumor	B002077	E17	SRR10782352
TH238	LT_S66	E17_B002079	Tumor	B002079	E17	SRR10782354
TH238	LT_S66	E18_B000420	Tumor	B000420	E18	SRR10782399
TH238	LT_S66	E18_B000422	nonTumor	B000422	E18	SRR10782400
TH238	LT_S66	E19_B000420	nonTumor	B000420	E19	SRR10782458
TH238	LT_S66	E19_B000422	nonTumor	B000422	E19	SRR10782459
TH238	LT_S66	E19_B002078	nonTumor	B002078	E19	SRR10782480
TH238	LT_S66	E2_B000420	nonTumor	B000420	E2	SRR10782536
TH238	LT_S66	E2_B000422	nonTumor	B000422	E2	SRR10782537
TH238	LT_S66	E2_B002077	nonTumor	B002077	E2	SRR10782550
TH238	LT_S66	E2_B002078	nonTumor	B002078	E2	SRR10782551
TH238	LT_S66	E20_B000422	nonTumor	B000422	E20	SRR10782590
TH238	LT_S66	E20_B002077	nonTumor	B002077	E20	SRR10782617
TH238	LT_S66	E20_B002079	nonTumor	B002079	E20	SRR10782619
TH238	LT_S66	E21_B000422	nonTumor	B000422	E21	SRR10782665
TH238	LT_S66	E3_B000420	nonTumor	B000420	E3	SRR10782717
TH238	LT_S66	E3_B002078	nonTumor	B002078	E3	SRR10782737
TH238	LT_S66	E3_B002079	nonTumor	B002079	E3	SRR10782738
TH238	LT_S66	E4_B002077	nonTumor	B002077	E4	SRR10782797
TH238	LT_S66	E4_B002078	nonTumor	B002078	E4	SRR10782798
TH238	LT_S66	E4_B002079	nonTumor	B002079	E4	SRR10782799
TH238	LT_S66	E5_B000422	nonTumor	B000422	E5	SRR10782837
TH238	LT_S66	E5_B002077	nonTumor	B002077	E5	SRR10782855
TH238	LT_S66	E6_B000420	nonTumor	B000420	E6	SRR10782897
TH238	LT_S66	E6_B000422	nonTumor	B000422	E6	SRR10782898
TH238	LT_S66	E6_B002077	nonTumor	B002077	E6	SRR10782918
TH238	LT_S66	E7_B002077	nonTumor	B002077	E7	SRR10782984
TH238	LT_S66	E7_B002079	nonTumor	B002079	E7	SRR10782986
TH238	LT_S66	E8_B002077	nonTumor	B002077	E8	SRR10783052
TH238	LT_S66	E8_B002079	nonTumor	B002079	E8	SRR10783054
TH238	LT_S66	E9_B002078	nonTumor	B002078	E9	SRR10783122
TH238	LT_S66	F1_B000422	nonTumor	B000422	F1	SRR10783161
TH238	LT_S66	F1_B002077	nonTumor	B002077	F1	SRR10783182
TH238	LT_S66	F1_B002078	nonTumor	B002078	F1	SRR10783183
TH238	LT_S66	F1_B002079	nonTumor	B002079	F1	SRR10783184
TH238	LT_S66	F10_B000420	nonTumor	B000420	F10	SRR10783222
TH238	LT_S66	F10_B000422	nonTumor	B000422	F10	SRR10783223
TH238	LT_S66	F11_B000420	nonTumor	B000420	F11	SRR10783278
TH238	LT_S66	F11_B000422	nonTumor	B000422	F11	SRR10783279
TH238	LT_S66	F11_B002079	nonTumor	B002079	F11	SRR10783296
TH238	LT_S66	F12_B002077	Tumor	B002077	F12	SRR10783362
TH238	LT_S66	F14_B002077	nonTumor	B002077	F14	SRR10783401
TH238	LT_S66	F14_B002078	nonTumor	B002078	F14	SRR10783402
TH238	LT_S66	F15_B002079	Tumor	B002079	F15	SRR10783472
TH238	LT_S66	F16_B002077	nonTumor	B002077	F16	SRR10783537
TH238	LT_S66	F16_B002079	nonTumor	B002079	F16	SRR10783539
TH238	LT_S66	F18_B002077	nonTumor	B002077	F18	SRR10783588
TH238	LT_S66	F18_B002079	nonTumor	B002079	F18	SRR10783589
TH238	LT_S66	F19_B000420	nonTumor	B000420	F19	SRR10783633
TH238	LT_S66	F19_B002079	nonTumor	B002079	F19	SRR10783655
TH238	LT_S66	F2_B002077	nonTumor	B002077	F2	SRR10783725
TH238	LT_S66	F2_B002078	nonTumor	B002078	F2	SRR10783726
TH238	LT_S66	F20_B000420	nonTumor	B000420	F20	SRR10783763
TH238	LT_S66	F20_B000422	Tumor	B000422	F20	SRR10783764
TH238	LT_S66	F3_B002077	nonTumor	B002077	F3	SRR10783812
TH238	LT_S66	F3_B002078	nonTumor	B002078	F3	SRR10783813
TH238	LT_S66	F3_B002079	nonTumor	B002079	F3	SRR10783814
TH238	LT_S66	F4_B000422	nonTumor	B000422	F4	SRR10783859
TH238	LT_S66	F4_B002079	nonTumor	B002079	F4	SRR10783879
TH238	LT_S66	F5_B002077	nonTumor	B002077	F5	SRR10783944
TH238	LT_S66	F5_B002079	nonTumor	B002079	F5	SRR10783945
TH238	LT_S66	F7_B000420	nonTumor	B000420	F7	SRR10784053
TH238	LT_S66	F7_B000422	nonTumor	B000422	F7	SRR10784054
TH238	LT_S66	F7_B002078	nonTumor	B002078	F7	SRR10784070
TH238	LT_S66	F8_B000422	nonTumor	B000422	F8	SRR10784117
TH238	LT_S66	F8_B002077	nonTumor	B002077	F8	SRR10784134
TH238	LT_S66	G11_B002078	nonTumor	B002078	G11	SRR10784193
TH238	LT_S66	G12_B000422	nonTumor	B000422	G12	SRR10784227
TH238	LT_S66	G12_B002077	nonTumor	B002077	G12	SRR10784247
TH238	LT_S66	G14_B002079	Tumor	B002079	G14	SRR10784281
TH238	LT_S66	G15_B000422	Tumor	B000422	G15	SRR10784321
TH238	LT_S66	G15_B002079	Tumor	B002079	G15	SRR10784343
TH238	LT_S66	G16_B000420	nonTumor	B000420	G16	SRR10784386
TH238	LT_S66	G16_B002079	nonTumor	B002079	G16	SRR10784408
TH238	LT_S66	G18_B000420	nonTumor	B000420	G18	SRR10784432
TH238	LT_S66	G18_B002077	nonTumor	B002077	G18	SRR10784449
TH238	LT_S66	G18_B002078	Tumor	B002078	G18	SRR10784450
TH238	LT_S66	G18_B002079	Tumor	B002079	G18	SRR10784451
TH238	LT_S66	G19_B000420	nonTumor	B000420	G19	SRR10784489
TH238	LT_S66	G19_B000422	Tumor	B000422	G19	SRR10784490
TH238	LT_S66	G19_B002077	nonTumor	B002077	G19	SRR10784511
TH238	LT_S66	G19_B002078	nonTumor	B002078	G19	SRR10784512
TH238	LT_S66	G19_B002079	Tumor	B002079	G19	SRR10784513
TH238	LT_S66	G2_B000420	nonTumor	B000420	G2	SRR10784566
TH238	LT_S66	G2_B002078	nonTumor	B002078	G2	SRR10784581
TH238	LT_S66	G20_B002078	nonTumor	B002078	G20	SRR10784638
TH238	LT_S66	G21_B002078	nonTumor	B002078	G21	SRR10784708
TH238	LT_S66	G22_B002078	nonTumor	B002078	G22	SRR10784772
TH238	LT_S66	G22_B002079	Tumor	B002079	G22	SRR10784773
TH238	LT_S66	G7_B002077	nonTumor	B002077	G7	SRR10784833
TH238	LT_S66	G7_B002079	nonTumor	B002079	G7	SRR10784835
TH238	LT_S66	G8_B002078	nonTumor	B002078	G8	SRR10784896
TH238	LT_S66	G8_B002079	nonTumor	B002079	G8	SRR10784897
TH238	LT_S66	G9_B000422	nonTumor	B000422	G9	SRR10784945
TH238	LT_S66	H10_B000422	nonTumor	B000422	H10	SRR10784971
TH238	LT_S66	H10_B002077	nonTumor	B002077	H10	SRR10784990
TH238	LT_S66	H10_B002079	nonTumor	B002079	H10	SRR10784992
TH238	LT_S66	H16_B000422	nonTumor	B000422	H16	SRR10785074
TH238	LT_S66	A1_B000420	nonTumor	B000420	A1	SRR10777222
TH238	LT_S66	A1_B000422	nonTumor	B000422	A1	SRR10777223
TH238	LT_S66	O6_B002077	nonTumor	B002077	O6	SRR10777239
TH238	LT_S66	O6_B002079	nonTumor	B002079	O6	SRR10777240
TH238	LT_S66	O7_B002079	nonTumor	B002079	O7	SRR10777283
TH238	LT_S66	A1_B002078	nonTumor	B002078	A1	SRR10777327
TH238	LT_S66	A1_B002079	nonTumor	B002079	A1	SRR10777328
TH238	LT_S66	A10_B000420	nonTumor	B000420	A10	SRR10777359
TH238	LT_S66	A10_B000422	nonTumor	B000422	A10	SRR10777360
TH238	LT_S66	A10_B002077	nonTumor	B002077	A10	SRR10777379
TH238	LT_S66	A10_B002078	nonTumor	B002078	A10	SRR10777380
TH238	LT_S66	A10_B002079	nonTumor	B002079	A10	SRR10777381
TH238	LT_S66	A11_B000420	nonTumor	B000420	A11	SRR10777418
TH238	LT_S66	A11_B000422	nonTumor	B000422	A11	SRR10777419
TH238	LT_S66	A11_B002077	Tumor	B002077	A11	SRR10777439
TH238	LT_S66	A11_B002079	Tumor	B002079	A11	SRR10777440
TH238	LT_S66	A12_B000420	nonTumor	B000420	A12	SRR10777476
TH238	LT_S66	A12_B002077	Tumor	B002077	A12	SRR10777497
TH238	LT_S66	A12_B002078	Tumor	B002078	A12	SRR10777498
TH238	LT_S66	A12_B002079	nonTumor	B002079	A12	SRR10777499
TH238	LT_S66	A13_B000420	nonTumor	B000420	A13	SRR10777528
TH238	LT_S66	A13_B002077	nonTumor	B002077	A13	SRR10777543
TH238	LT_S66	A13_B002079	nonTumor	B002079	A13	SRR10777544
TH238	LT_S66	A14_B000422	Tumor	B000422	A14	SRR10777581
TH238	LT_S66	A14_B002077	nonTumor	B002077	A14	SRR10777601
TH238	LT_S66	A14_B002078	nonTumor	B002078	A14	SRR10777602
TH238	LT_S66	A14_B002079	Tumor	B002079	A14	SRR10777603
TH238	LT_S66	A15_B000420	nonTumor	B000420	A15	SRR10777644
TH238	LT_S66	A15_B000422	nonTumor	B000422	A15	SRR10777645
TH238	LT_S66	A15_B002077	Tumor	B002077	A15	SRR10777665
TH238	LT_S66	A15_B002078	Tumor	B002078	A15	SRR10777666
TH238	LT_S66	A15_B002079	nonTumor	B002079	A15	SRR10777667
TH238	LT_S66	A16_B000420	nonTumor	B000420	A16	SRR10777713
TH238	LT_S66	A16_B000422	nonTumor	B000422	A16	SRR10777714
TH238	LT_S66	A16_B002077	nonTumor	B002077	A16	SRR10777735
TH238	LT_S66	A16_B002079	nonTumor	B002079	A16	SRR10777736
TH238	LT_S66	A17_B000420	Tumor	B000420	A17	SRR10777778
TH238	LT_S66	A17_B000422	nonTumor	B000422	A17	SRR10777779
TH238	LT_S66	A17_B002077	Tumor	B002077	A17	SRR10777800
TH238	LT_S66	A17_B002079	nonTumor	B002079	A17	SRR10777801
TH238	LT_S66	A18_B000420	Tumor	B000420	A18	SRR10777841
TH238	LT_S66	A2_B000420	nonTumor	B000420	A2	SRR10777881
TH238	LT_S66	A2_B002077	nonTumor	B002077	A2	SRR10777896
TH238	LT_S66	A2_B002078	nonTumor	B002078	A2	SRR10777897
TH238	LT_S66	A20_B000420	nonTumor	B000420	A20	SRR10777931
TH238	LT_S66	A20_B000422	Tumor	B000422	A20	SRR10777932
TH238	LT_S66	A20_B002078	nonTumor	B002078	A20	SRR10777957
TH238	LT_S66	A20_B002079	Tumor	B002079	A20	SRR10777958
TH238	LT_S66	A21_B000420	Tumor	B000420	A21	SRR10777996
TH238	LT_S66	A21_B000422	Tumor	B000422	A21	SRR10777997
TH238	LT_S66	A21_B002078	nonTumor	B002078	A21	SRR10778025
TH238	LT_S66	A21_B002079	Tumor	B002079	A21	SRR10778026
