patient	sample	cell	Tumor	plate	well	Run
TH226	LT_S52	G22_B003654	nonTumor	B003654	G22	SRR10792326
TH226	LT_S52	G3_B003646	nonTumor	B003646	G3	SRR10792387
TH226	LT_S52	H5_B003646	nonTumor	B003646	H5	SRR10792620
TH226	LT_S52	H9_B003646	nonTumor	B003646	H9	SRR10792684
TH226	LT_S52	J7_B003646	nonTumor	B003646	J7	SRR10792862
TH226	LT_S52	K20_B003646	nonTumor	B003646	K20	SRR10793024
TH226	LT_S52	K21_B003646	nonTumor	B003646	K21	SRR10793092
TH226	LT_S52	K22_B003646	nonTumor	B003646	K22	SRR10793155
TH226	LT_S52	K3_B003646	nonTumor	B003646	K3	SRR10793219
TH226	LT_S52	K5_B003646	nonTumor	B003646	K5	SRR10793331
TH226	LT_S52	K7_B003646	nonTumor	B003646	K7	SRR10793441
TH226	LT_S52	N10_B003646	nonTumor	B003646	N10	SRR10793841
TH226	LT_S52	N7_B003646	nonTumor	B003646	N7	SRR10794110
TH226	LT_S52	O21_B003646	nonTumor	B003646	O21	SRR10794175
TH226	LT_S52	P20_B003646	nonTumor	B003646	P20	SRR10794567
TH226	LT_S52	B18_B003654	nonTumor	B003654	B18	SRR10794634
TH226	LT_S52	G16_B003654	nonTumor	B003654	G16	SRR10794690
TH226	LT_S52	G17_B003654	nonTumor	B003654	G17	SRR10794752
TH226	LT_S52	G4_B003646	nonTumor	B003646	G4	SRR10794832
TH226	LT_S52	G4_B003654	nonTumor	B003654	G4	SRR10794835
TH226	LT_S52	H16_B003654	nonTumor	B003654	H16	SRR10794942
TH226	LT_S52	H17_B003654	nonTumor	B003654	H17	SRR10795011
TH226	LT_S52	K8_B003646	nonTumor	B003646	K8	SRR10795080
TH226	LT_S52	E16_B003654	Tumor	B003654	E16	SRR10782315
TH226	LT_S52	E17_B003654	nonTumor	B003654	E17	SRR10782382
TH226	LT_S52	E2_B003646	nonTumor	B003646	E2	SRR10782574
TH226	LT_S52	E20_B003654	nonTumor	B003654	E20	SRR10782649
TH226	LT_S52	E22_B003646	nonTumor	B003646	E22	SRR10782692
TH226	LT_S52	E4_B003646	nonTumor	B003646	E4	SRR10782820
TH226	LT_S52	E6_B003646	nonTumor	B003646	E6	SRR10782942
TH226	LT_S52	E6_B003654	nonTumor	B003654	E6	SRR10782944
TH226	LT_S52	F11_B003646	nonTumor	B003646	F11	SRR10783317
TH226	LT_S52	F2_B003654	nonTumor	B003654	F2	SRR10783749
TH226	LT_S52	F3_B003654	nonTumor	B003654	F3	SRR10783838
TH226	LT_S52	F4_B003654	nonTumor	B003654	F4	SRR10783906
TH226	LT_S52	F5_B003646	nonTumor	B003646	F5	SRR10783965
TH226	LT_S52	F6_B003646	nonTumor	B003646	F6	SRR10784032
TH226	LT_S52	F7_B003646	nonTumor	B003646	F7	SRR10784097
TH226	LT_S52	F8_B003646	nonTumor	B003646	F8	SRR10784160
TH226	LT_S52	G14_B003654	nonTumor	B003654	G14	SRR10784309
TH226	LT_S52	G18_B003654	nonTumor	B003654	G18	SRR10784474
TH226	LT_S52	G19_B003654	Tumor	B003654	G19	SRR10784540
TH226	LT_S52	G20_B003646	Tumor	B003646	G20	SRR10784666
TH226	LT_S52	G21_B003654	Tumor	B003654	G21	SRR10784733
TH226	LT_S52	G6_B003646	nonTumor	B003646	G6	SRR10784797
TH226	LT_S52	G6_B003654	nonTumor	B003654	G6	SRR10784798
TH226	LT_S52	G8_B003646	nonTumor	B003646	G8	SRR10784923
TH226	LT_S52	G8_B003654	nonTumor	B003654	G8	SRR10784925
TH226	LT_S52	O6_B003646	nonTumor	B003646	O6	SRR10777258
TH226	LT_S52	A1_B003646	nonTumor	B003646	A1	SRR10777345
TH226	LT_S52	A1_B003654	nonTumor	B003654	A1	SRR10777347
TH226	LT_S52	A10_B003646	nonTumor	B003646	A10	SRR10777401
TH226	LT_S52	A16_B003654	Tumor	B003654	A16	SRR10777761
TH226	LT_S52	A17_B003654	nonTumor	B003654	A17	SRR10777827
TH226	LT_S52	A19_B003654	nonTumor	B003654	A19	SRR10777862
TH226	LT_S52	A2_B003646	nonTumor	B003646	A2	SRR10777915
TH226	LT_S52	A2_B003654	nonTumor	B003654	A2	SRR10777916
TH226	LT_S52	A21_B003654	Tumor	B003654	A21	SRR10778055
TH226	LT_S52	A22_B003646	nonTumor	B003646	A22	SRR10778117
TH226	LT_S52	A3_B003646	nonTumor	B003646	A3	SRR10778172
TH226	LT_S52	A3_B003654	nonTumor	B003654	A3	SRR10778173
TH226	LT_S52	A4_B003646	nonTumor	B003646	A4	SRR10778228
TH226	LT_S52	A5_B003646	nonTumor	B003646	A5	SRR10778286
TH226	LT_S52	A5_B003654	nonTumor	B003654	A5	SRR10778289
TH226	LT_S52	A6_B003646	nonTumor	B003646	A6	SRR10778342
TH226	LT_S52	B1_B003646	nonTumor	B003646	B1	SRR10778486
TH226	LT_S52	B10_B003646	nonTumor	B003646	B10	SRR10778549
TH226	LT_S52	B11_B003646	nonTumor	B003646	B11	SRR10778604
TH226	LT_S52	B20_B003646	nonTumor	B003646	B20	SRR10778863
TH226	LT_S52	B21_B003646	nonTumor	B003646	B21	SRR10778921
TH226	LT_S52	B21_B003654	Tumor	B003654	B21	SRR10778923
TH226	LT_S52	B22_B003646	nonTumor	B003646	B22	SRR10778981
TH226	LT_S52	B3_B003654	nonTumor	B003654	B3	SRR10779040
TH226	LT_S52	B4_B003646	nonTumor	B003646	B4	SRR10779105
TH226	LT_S52	B5_B003646	nonTumor	B003646	B5	SRR10779164
TH226	LT_S52	B7_B003654	nonTumor	B003654	B7	SRR10779283
TH226	LT_S52	B8_B003646	nonTumor	B003646	B8	SRR10779347
TH226	LT_S52	B8_B003654	nonTumor	B003654	B8	SRR10779350
TH226	LT_S52	B9_B003646	nonTumor	B003646	B9	SRR10779409
TH226	LT_S52	C1_B003646	nonTumor	B003646	C1	SRR10779464
TH226	LT_S52	C1_B003654	nonTumor	B003654	C1	SRR10779465
TH226	LT_S52	C11_B003646	nonTumor	B003646	C11	SRR10779582
TH226	LT_S52	C19_B003654	nonTumor	B003654	C19	SRR10779836
TH226	LT_S52	C2_B003646	nonTumor	B003646	C2	SRR10779901
TH226	LT_S52	C2_B003654	nonTumor	B003654	C2	SRR10779904
TH226	LT_S52	C20_B003646	nonTumor	B003646	C20	SRR10779974
TH226	LT_S52	C20_B003654	Tumor	B003654	C20	SRR10779976
TH226	LT_S52	C21_B003654	nonTumor	B003654	C21	SRR10780046
TH226	LT_S52	C22_B003646	nonTumor	B003646	C22	SRR10780108
TH226	LT_S52	C22_B003654	nonTumor	B003654	C22	SRR10780111
TH226	LT_S52	C3_B003646	nonTumor	B003646	C3	SRR10780168
TH226	LT_S52	C3_B003654	nonTumor	B003654	C3	SRR10780170
TH226	LT_S52	C5_B003654	nonTumor	B003654	C5	SRR10780290
TH226	LT_S52	C6_B003654	nonTumor	B003654	C6	SRR10780346
TH226	LT_S52	C7_B003646	nonTumor	B003646	C7	SRR10780408
TH226	LT_S52	C7_B003654	nonTumor	B003654	C7	SRR10780410
TH226	LT_S52	C8_B003646	nonTumor	B003646	C8	SRR10780474
TH226	LT_S52	C9_B003646	nonTumor	B003646	C9	SRR10780535
TH226	LT_S52	C9_B003654	nonTumor	B003654	C9	SRR10780537
TH226	LT_S52	D11_B003646	nonTumor	B003646	D11	SRR10780696
TH226	LT_S52	D16_B003654	nonTumor	B003654	D16	SRR10781015
TH226	LT_S52	D17_B003654	nonTumor	B003654	D17	SRR10781080
TH226	LT_S52	D19_B003654	nonTumor	B003654	D19	SRR10781129
TH226	LT_S52	D2_B003646	nonTumor	B003646	D2	SRR10781182
TH226	LT_S52	D2_B003654	nonTumor	B003654	D2	SRR10781183
TH226	LT_S52	D20_B003646	nonTumor	B003646	D20	SRR10781250
TH226	LT_S52	D20_B003654	nonTumor	B003654	D20	SRR10781252
TH226	LT_S52	D21_B003654	nonTumor	B003654	D21	SRR10781321
TH226	LT_S52	D22_B003654	nonTumor	B003654	D22	SRR10781391
TH226	LT_S52	D3_B003646	nonTumor	B003646	D3	SRR10781451
TH226	LT_S52	D4_B003646	nonTumor	B003646	D4	SRR10781513
TH226	LT_S52	D5_B003654	nonTumor	B003654	D5	SRR10781577
TH226	LT_S52	D6_B003646	nonTumor	B003646	D6	SRR10781635
TH226	LT_S52	D6_B003654	nonTumor	B003654	D6	SRR10781637
TH226	LT_S52	D7_B003646	nonTumor	B003646	D7	SRR10781698
TH226	LT_S52	D7_B003654	nonTumor	B003654	D7	SRR10781700
TH226	LT_S52	D8_B003646	nonTumor	B003646	D8	SRR10781762
TH226	LT_S52	D9_B003646	nonTumor	B003646	D9	SRR10781826
TH226	LT_S52	E1_B003654	nonTumor	B003654	E1	SRR10781883
TH226	LT_S52	E10_B003646	nonTumor	B003646	E10	SRR10781948
TH226	LT_S52	E19_B003646	nonTumor	B003646	E19	SRR10782510
TH226	LT_S52	E2_B003654	nonTumor	B003654	E2	SRR10782576
TH226	LT_S52	E20_B003646	nonTumor	B003646	E20	SRR10782647
TH226	LT_S52	E22_B003654	nonTumor	B003654	E22	SRR10782694
TH226	LT_S52	E3_B003646	nonTumor	B003646	E3	SRR10782760
TH226	LT_S52	E3_B003654	nonTumor	B003654	E3	SRR10782763
TH226	LT_S52	E5_B003646	nonTumor	B003646	E5	SRR10782877
TH226	LT_S52	E5_B003654	nonTumor	B003654	E5	SRR10782879
TH226	LT_S52	E7_B003646	nonTumor	B003646	E7	SRR10783012
TH226	LT_S52	E7_B003654	nonTumor	B003654	E7	SRR10783014
TH226	LT_S52	E8_B003654	nonTumor	B003654	E8	SRR10783081
TH226	LT_S52	F1_B003646	nonTumor	B003646	F1	SRR10783205
TH226	LT_S52	F1_B003654	nonTumor	B003654	F1	SRR10783207
TH226	LT_S52	F18_B003654	nonTumor	B003654	F18	SRR10783618
TH226	LT_S52	F19_B003646	nonTumor	B003646	F19	SRR10783685
TH226	LT_S52	F19_B003654	nonTumor	B003654	F19	SRR10783688
TH226	LT_S52	F3_B003646	nonTumor	B003646	F3	SRR10783836
TH226	LT_S52	F6_B003654	nonTumor	B003654	F6	SRR10784034
TH226	LT_S52	F8_B003654	nonTumor	B003654	F8	SRR10784163
TH226	LT_S52	G19_B003646	nonTumor	B003646	G19	SRR10784538
TH226	LT_S52	G20_B003654	nonTumor	B003654	G20	SRR10784668
TH226	LT_S52	G7_B003654	nonTumor	B003654	G7	SRR10784860
TH226	LT_S52	H10_B003646	nonTumor	B003646	H10	SRR10785011
TH226	LT_S52	L21_B003646	nonTumor	B003646	L21	SRR10795218
TH226	LT_S52	L22_B003646	nonTumor	B003646	L22	SRR10795295
TH226	LT_S52	N11_B003646	nonTumor	B003646	N11	SRR10795479
TH226	LT_S52	O19_B003646	nonTumor	B003646	O19	SRR10795574
TH226	LT_S52	O2_B003646	nonTumor	B003646	O2	SRR10795631
TH226	LT_S52	A18_B003654	nonTumor	B003654	A18	SRR10795779
TH226	LT_S52	B17_B003654	nonTumor	B003654	B17	SRR10795975
TH226	LT_S52	H18_B003654	nonTumor	B003654	H18	SRR10796229
TH226	LT_S52	O1_B003646	nonTumor	B003646	O1	SRR10796471
TH226	LT_S52	P10_B003646	nonTumor	B003646	P10	SRR10796631
TH226	LT_S52	P19_B003646	nonTumor	B003646	P19	SRR10796731
TH226	LT_S52	P4_B003646	nonTumor	B003646	P4	SRR10796825
TH226	LT_S52	G5_B003646	nonTumor	B003646	G5	SRR10797001
TH226	LT_S52	G5_B003654	nonTumor	B003654	G5	SRR10797004
TH226	LT_S52	L20_B003646	nonTumor	B003646	L20	SRR10797081
TH226	LT_S52	H11_B003646	nonTumor	B003646	H11	SRR10797428
TH226	LT_S52	K11_B003646	nonTumor	B003646	K11	SRR10797510
TH226	LT_S52	O20_B003646	nonTumor	B003646	O20	SRR10797717
TH226	LT_S52	P21_B003646	nonTumor	B003646	P21	SRR10797796
TH226	LT_S52	P5_B003646	nonTumor	B003646	P5	SRR10797853
TH226	LT_S52	P6_B003646	nonTumor	B003646	P6	SRR10797904
TH226	LT_S52	N3_B003646	nonTumor	B003646	N3	SRR10797937
TH226	LT_S52	N4_B003646	nonTumor	B003646	N4	SRR10798001
TH226	LT_S52	P22_B003654	Tumor	B003654	P22	SRR10798293
TH226	LT_S52	P7_B003646	nonTumor	B003646	P7	SRR10798398
TH226	LT_S52	P8_B003646	nonTumor	B003646	P8	SRR10798454
TH226	LT_S52	L9_B003646	nonTumor	B003646	L9	SRR10793597
TH226	LT_S52	D3_B003654	nonTumor	B003654	D3	SRR10781453
TH185	LT_S23	H16_B003046	nonTumor	B003046	H16	SRR10785102
TH185	LT_S23	H16_B003048	nonTumor	B003048	H16	SRR10785103
TH185	LT_S23	H19_B003046	nonTumor	B003046	H19	SRR10785151
TH185	LT_S23	H19_B003048	nonTumor	B003048	H19	SRR10785152
TH185	LT_S23	H2_B003048	nonTumor	B003048	H2	SRR10785218
TH185	LT_S23	H20_B003046	nonTumor	B003046	H20	SRR10785275
TH185	LT_S23	H21_B003046	nonTumor	B003046	H21	SRR10785347
TH185	LT_S23	H22_B003048	nonTumor	B003048	H22	SRR10785411
TH185	LT_S23	H3_B003048	nonTumor	B003048	H3	SRR10785481
TH185	LT_S23	H4_B003048	nonTumor	B003048	H4	SRR10785541
TH185	LT_S23	H6_B003048	nonTumor	B003048	H6	SRR10785577
TH185	LT_S23	H7_B003048	nonTumor	B003048	H7	SRR10785637
TH185	LT_S23	I11_B003048	nonTumor	B003048	I11	SRR10785842
TH185	LT_S23	I12_B003046	nonTumor	B003046	I12	SRR10785895
TH185	LT_S23	I12_B003048	nonTumor	B003048	I12	SRR10785896
TH185	LT_S23	I13_B003046	nonTumor	B003046	I13	SRR10785954
TH185	LT_S23	I13_B003048	nonTumor	B003048	I13	SRR10785955
TH185	LT_S23	I14_B003046	nonTumor	B003046	I14	SRR10786026
TH185	LT_S23	I15_B003046	nonTumor	B003046	I15	SRR10786092
TH185	LT_S23	I15_B003048	nonTumor	B003048	I15	SRR10786093
TH185	LT_S23	I17_B003048	nonTumor	B003048	I17	SRR10786135
TH185	LT_S23	I18_B003046	nonTumor	B003046	I18	SRR10786197
TH185	LT_S23	I18_B003048	nonTumor	B003048	I18	SRR10786198
TH185	LT_S23	I19_B003046	nonTumor	B003046	I19	SRR10786263
TH185	LT_S23	I19_B003048	nonTumor	B003048	I19	SRR10786264
TH185	LT_S23	I2_B003048	nonTumor	B003048	I2	SRR10786329
TH185	LT_S23	I20_B003046	nonTumor	B003046	I20	SRR10786396
TH185	LT_S23	I20_B003048	nonTumor	B003048	I20	SRR10786397
TH185	LT_S23	I21_B003046	nonTumor	B003046	I21	SRR10786470
TH185	LT_S23	I22_B003046	nonTumor	B003046	I22	SRR10786536
TH185	LT_S23	I22_B003048	nonTumor	B003048	I22	SRR10786537
TH185	LT_S23	I3_B003048	nonTumor	B003048	I3	SRR10786594
TH185	LT_S23	I4_B003048	nonTumor	B003048	I4	SRR10786651
TH185	LT_S23	I5_B003048	nonTumor	B003048	I5	SRR10786711
TH185	LT_S23	I7_B003048	nonTumor	B003048	I7	SRR10786820
TH185	LT_S23	I9_B003048	nonTumor	B003048	I9	SRR10786937
TH185	LT_S23	J1_B003048	nonTumor	B003048	J1	SRR10786992
TH185	LT_S23	J10_B003048	nonTumor	B003048	J10	SRR10787049
TH185	LT_S23	J12_B003046	nonTumor	B003046	J12	SRR10787157
TH185	LT_S23	J12_B003048	nonTumor	B003048	J12	SRR10787158
TH185	LT_S23	J14_B003048	nonTumor	B003048	J14	SRR10787278
TH185	LT_S23	J16_B003046	nonTumor	B003046	J16	SRR10787398
TH185	LT_S23	J17_B003046	nonTumor	B003046	J17	SRR10787463
TH185	LT_S23	J18_B003048	nonTumor	B003048	J18	SRR10787525
TH185	LT_S23	J19_B003048	nonTumor	B003048	J19	SRR10787584
TH185	LT_S23	J2_B003048	nonTumor	B003048	J2	SRR10787644
TH185	LT_S23	J20_B003048	nonTumor	B003048	J20	SRR10787711
TH185	LT_S23	J21_B003046	nonTumor	B003046	J21	SRR10787780
TH185	LT_S23	J21_B003048	nonTumor	B003048	J21	SRR10787781
TH185	LT_S23	J22_B003046	nonTumor	B003046	J22	SRR10787842
TH185	LT_S23	J22_B003048	nonTumor	B003048	J22	SRR10787843
TH185	LT_S23	J3_B003048	nonTumor	B003048	J3	SRR10787907
TH185	LT_S23	J4_B003048	nonTumor	B003048	J4	SRR10787966
TH185	LT_S23	J6_B003048	nonTumor	B003048	J6	SRR10788076
TH185	LT_S23	K1_B003048	nonTumor	B003048	K1	SRR10788208
TH185	LT_S23	K10_B003048	nonTumor	B003048	K10	SRR10788254
TH185	LT_S23	K14_B003046	nonTumor	B003046	K14	SRR10788295
TH185	LT_S23	K14_B003048	nonTumor	B003048	K14	SRR10788296
TH185	LT_S23	K15_B003046	nonTumor	B003046	K15	SRR10788361
TH185	LT_S23	K15_B003048	nonTumor	B003048	K15	SRR10788362
TH185	LT_S23	K16_B003046	nonTumor	B003046	K16	SRR10788431
TH185	LT_S23	K16_B003048	nonTumor	B003048	K16	SRR10788432
TH185	LT_S23	K2_B003048	nonTumor	B003048	K2	SRR10788496
TH185	LT_S23	K20_B003048	nonTumor	B003048	K20	SRR10788551
TH185	LT_S23	L1_B003048	nonTumor	B003048	L1	SRR10788607
TH185	LT_S23	L12_B003046	nonTumor	B003046	L12	SRR10788683
TH185	LT_S23	L12_B003048	nonTumor	B003048	L12	SRR10788684
TH185	LT_S23	L16_B003046	nonTumor	B003046	L16	SRR10788763
TH185	LT_S23	L17_B003046	nonTumor	B003046	L17	SRR10788828
TH185	LT_S23	L17_B003048	nonTumor	B003048	L17	SRR10788829
TH185	LT_S23	L18_B003046	nonTumor	B003046	L18	SRR10788899
TH185	LT_S23	L18_B003048	nonTumor	B003048	L18	SRR10788900
TH185	LT_S23	L19_B003046	nonTumor	B003046	L19	SRR10788964
TH185	LT_S23	L19_B003048	nonTumor	B003048	L19	SRR10788965
TH185	LT_S23	L6_B003048	nonTumor	B003048	L6	SRR10789131
TH185	LT_S23	L7_B003048	nonTumor	B003048	L7	SRR10789193
TH185	LT_S23	L8_B003048	nonTumor	B003048	L8	SRR10789248
TH185	LT_S23	M1_B003048	nonTumor	B003048	M1	SRR10789276
TH185	LT_S23	M10_B003048	nonTumor	B003048	M10	SRR10789329
TH185	LT_S23	M11_B003048	nonTumor	B003048	M11	SRR10789379
TH185	LT_S23	M16_B003046	nonTumor	B003046	M16	SRR10789505
TH185	LT_S23	M17_B003046	nonTumor	B003046	M17	SRR10789566
TH185	LT_S23	M17_B003048	nonTumor	B003048	M17	SRR10789567
TH185	LT_S23	M18_B003046	nonTumor	B003046	M18	SRR10789631
TH185	LT_S23	M18_B003048	nonTumor	B003048	M18	SRR10789632
TH185	LT_S23	M19_B003046	nonTumor	B003046	M19	SRR10789694
TH185	LT_S23	M19_B003048	nonTumor	B003048	M19	SRR10789695
TH185	LT_S23	M20_B003048	nonTumor	B003048	M20	SRR10789811
TH185	LT_S23	M21_B003046	nonTumor	B003046	M21	SRR10789876
TH185	LT_S23	M22_B003048	nonTumor	B003048	M22	SRR10789939
TH185	LT_S23	M3_B003048	nonTumor	B003048	M3	SRR10790000
TH185	LT_S23	M4_B003048	nonTumor	B003048	M4	SRR10790055
TH185	LT_S23	M5_B003048	nonTumor	B003048	M5	SRR10790110
TH185	LT_S23	M6_B003048	nonTumor	B003048	M6	SRR10790164
TH185	LT_S23	M7_B003048	nonTumor	B003048	M7	SRR10790218
TH185	LT_S23	M8_B003048	nonTumor	B003048	M8	SRR10790271
TH185	LT_S23	M9_B003048	nonTumor	B003048	M9	SRR10790326
TH185	LT_S23	N1_B003048	nonTumor	B003048	N1	SRR10790383
TH185	LT_S23	N13_B003046	nonTumor	B003046	N13	SRR10790414
TH185	LT_S23	N14_B003046	nonTumor	B003046	N14	SRR10790468
TH185	LT_S23	N14_B003048	nonTumor	B003048	N14	SRR10790469
TH185	LT_S23	N15_B003048	nonTumor	B003048	N15	SRR10790534
TH185	LT_S23	N19_B003048	nonTumor	B003048	N19	SRR10790617
TH185	LT_S23	N2_B003048	nonTumor	B003048	N2	SRR10790671
TH185	LT_S23	N20_B003046	nonTumor	B003046	N20	SRR10790730
TH185	LT_S23	N21_B003046	nonTumor	B003046	N21	SRR10790800
TH185	LT_S23	N21_B003048	nonTumor	B003048	N21	SRR10790801
TH185	LT_S23	N6_B003048	nonTumor	B003048	N6	SRR10790907
TH185	LT_S23	N9_B003048	nonTumor	B003048	N9	SRR10790980
TH185	LT_S23	O13_B003048	nonTumor	B003048	O13	SRR10791067
TH185	LT_S23	O16_B003046	nonTumor	B003046	O16	SRR10791158
TH185	LT_S23	O16_B003048	nonTumor	B003048	O16	SRR10791159
TH185	LT_S23	P18_B003046	nonTumor	B003046	P18	SRR10791232
TH185	LT_S23	P18_B003048	nonTumor	B003048	P18	SRR10791233
TH185	LT_S23	P9_B003048	nonTumor	B003048	P9	SRR10791310
TH185	LT_S23	A7_B003048	nonTumor	B003048	A7	SRR10791348
TH185	LT_S23	A8_B003048	nonTumor	B003048	A8	SRR10791409
TH185	LT_S23	B19_B003046	nonTumor	B003046	B19	SRR10791424
TH185	LT_S23	B19_B003048	nonTumor	B003048	B19	SRR10791425
TH185	LT_S23	B2_B003048	nonTumor	B003048	B2	SRR10791485
TH185	LT_S23	C14_B003046	nonTumor	B003046	C14	SRR10791564
TH185	LT_S23	C14_B003048	nonTumor	B003048	C14	SRR10791565
TH185	LT_S23	C16_B003046	nonTumor	B003046	C16	SRR10791608
TH185	LT_S23	C16_B003048	nonTumor	B003048	C16	SRR10791609
TH185	LT_S23	C17_B003046	nonTumor	B003046	C17	SRR10791680
TH185	LT_S23	C17_B003048	nonTumor	B003048	C17	SRR10791681
TH185	LT_S23	D18_B003046	nonTumor	B003046	D18	SRR10791803
TH185	LT_S23	E21_B003046	nonTumor	B003046	E21	SRR10791882
TH185	LT_S23	E21_B003048	nonTumor	B003048	E21	SRR10791883
TH185	LT_S23	F17_B003048	nonTumor	B003048	F17	SRR10792015
TH185	LT_S23	F21_B003048	nonTumor	B003048	F21	SRR10792086
TH185	LT_S23	F9_B003048	nonTumor	B003048	F9	SRR10792164
TH185	LT_S23	G1_B003048	nonTumor	B003048	G1	SRR10792229
TH185	LT_S23	G10_B003048	nonTumor	B003048	G10	SRR10792283
TH185	LT_S23	G3_B003048	nonTumor	B003048	G3	SRR10792369
TH185	LT_S23	H13_B003048	nonTumor	B003048	H13	SRR10792428
TH185	LT_S23	H14_B003046	nonTumor	B003046	H14	SRR10792490
TH185	LT_S23	H14_B003048	nonTumor	B003048	H14	SRR10792491
TH185	LT_S23	H15_B003046	nonTumor	B003046	H15	SRR10792556
TH185	LT_S23	H15_B003048	nonTumor	B003048	H15	SRR10792557
TH185	LT_S23	H5_B003048	nonTumor	B003048	H5	SRR10792597
TH185	LT_S23	H9_B003048	nonTumor	B003048	H9	SRR10792671
TH185	LT_S23	I1_B003048	nonTumor	B003048	I1	SRR10792726
TH185	LT_S23	I16_B003046	nonTumor	B003046	I16	SRR10792801
TH185	LT_S23	I16_B003048	nonTumor	B003048	I16	SRR10792802
TH185	LT_S23	J7_B003048	nonTumor	B003048	J7	SRR10792841
TH185	LT_S23	K17_B003048	nonTumor	B003048	K17	SRR10792945
TH185	LT_S23	K18_B003048	nonTumor	B003048	K18	SRR10793004
TH185	LT_S23	K21_B003046	nonTumor	B003046	K21	SRR10793070
TH185	LT_S23	K22_B003046	nonTumor	B003046	K22	SRR10793133
TH185	LT_S23	K22_B003048	nonTumor	B003048	K22	SRR10793134
TH185	LT_S23	K4_B003048	nonTumor	B003048	K4	SRR10793258
TH185	LT_S23	K6_B003048	nonTumor	B003048	K6	SRR10793368
TH185	LT_S23	K7_B003048	nonTumor	B003048	K7	SRR10793418
TH185	LT_S23	L10_B003048	nonTumor	B003048	L10	SRR10793468
TH185	LT_S23	L9_B003048	nonTumor	B003048	L9	SRR10793580
TH185	LT_S23	M12_B003046	nonTumor	B003046	M12	SRR10793624
TH185	LT_S23	M12_B003048	nonTumor	B003048	M12	SRR10793625
TH185	LT_S23	M13_B003046	nonTumor	B003046	M13	SRR10793683
TH185	LT_S23	M14_B003046	nonTumor	B003046	M14	SRR10793745
TH185	LT_S23	M14_B003048	nonTumor	B003048	M14	SRR10793746
TH185	LT_S23	N10_B003048	nonTumor	B003048	N10	SRR10793824
TH185	LT_S23	N11_B003048	nonTumor	B003048	N11	SRR10793877
TH185	LT_S23	N16_B003046	nonTumor	B003046	N16	SRR10793908
TH185	LT_S23	N16_B003048	nonTumor	B003048	N16	SRR10793909
TH185	LT_S23	N17_B003046	nonTumor	B003046	N17	SRR10793975
TH185	LT_S23	N17_B003048	nonTumor	B003048	N17	SRR10793976
TH185	LT_S23	N18_B003046	nonTumor	B003046	N18	SRR10794039
TH185	LT_S23	N7_B003048	nonTumor	B003048	N7	SRR10794093
TH185	LT_S23	N8_B003048	nonTumor	B003048	N8	SRR10794147
TH185	LT_S23	O21_B003046	nonTumor	B003046	O21	SRR10794155
TH185	LT_S23	O22_B003046	nonTumor	B003046	O22	SRR10794218
TH185	LT_S23	O22_B003048	nonTumor	B003048	O22	SRR10794219
TH185	LT_S23	O8_B003048	nonTumor	B003048	O8	SRR10794262
TH185	LT_S23	O9_B003048	nonTumor	B003048	O9	SRR10794314
TH185	LT_S23	P12_B003046	nonTumor	B003046	P12	SRR10794345
TH185	LT_S23	P12_B003048	nonTumor	B003048	P12	SRR10794346
TH185	LT_S23	P13_B003046	nonTumor	B003046	P13	SRR10794405
TH185	LT_S23	P20_B003046	nonTumor	B003046	P20	SRR10794548
TH185	LT_S23	P20_B003048	nonTumor	B003048	P20	SRR10794549
TH185	LT_S23	G17_B003048	nonTumor	B003048	G17	SRR10794733
TH185	LT_S23	G4_B003048	nonTumor	B003048	G4	SRR10794812
TH185	LT_S23	G9_B003048	nonTumor	B003048	G9	SRR10794864
TH185	LT_S23	H1_B003048	nonTumor	B003048	H1	SRR10794918
TH185	LT_S23	H17_B003048	nonTumor	B003048	H17	SRR10794986
TH185	LT_S23	K8_B003048	nonTumor	B003048	K8	SRR10795061
TH185	LT_S23	E15_B003048	nonTumor	B003048	E15	SRR10782230
TH185	LT_S23	E16_B003048	nonTumor	B003048	E16	SRR10782290
TH185	LT_S23	E17_B003048	nonTumor	B003048	E17	SRR10782358
TH185	LT_S23	E18_B003048	nonTumor	B003048	E18	SRR10782422
TH185	LT_S23	E19_B003046	nonTumor	B003046	E19	SRR10782486
TH185	LT_S23	E19_B003048	nonTumor	B003048	E19	SRR10782487
TH185	LT_S23	E2_B003048	nonTumor	B003048	E2	SRR10782555
TH185	LT_S23	E20_B003048	nonTumor	B003048	E20	SRR10782624
TH185	LT_S23	E6_B003048	nonTumor	B003048	E6	SRR10782924
TH185	LT_S23	E7_B003048	nonTumor	B003048	E7	SRR10782990
TH185	LT_S23	F10_B003048	nonTumor	B003048	F10	SRR10783239
TH185	LT_S23	F11_B003048	nonTumor	B003048	F11	SRR10783299
TH185	LT_S23	F12_B003048	nonTumor	B003048	F12	SRR10783366
TH185	LT_S23	F14_B003048	nonTumor	B003048	F14	SRR10783408
TH185	LT_S23	F18_B003046	nonTumor	B003046	F18	SRR10783594
TH185	LT_S23	F18_B003048	nonTumor	B003048	F18	SRR10783595
TH185	LT_S23	F19_B003046	nonTumor	B003046	F19	SRR10783659
TH185	LT_S23	F19_B003048	nonTumor	B003048	F19	SRR10783660
TH185	LT_S23	F2_B003048	nonTumor	B003048	F2	SRR10783731
TH185	LT_S23	F8_B003048	nonTumor	B003048	F8	SRR10784139
TH185	LT_S23	G11_B003048	nonTumor	B003048	G11	SRR10784195
